Customer ID,SnapshotDate,Churn,Recency,TenureDays,LifetimePurchaseDays,LifetimeOrders,LifetimeMonetary,LifetimeUnits,LifetimeUniqueProducts,AverageOrderValue,PurchaseDays30D,Orders30D,Monetary30D,Units30D,PurchaseDays60D,Orders60D,Monetary60D,Units60D,PurchaseDays90D,Orders90D,Monetary90D,Units90D,PurchaseDays180D,Orders180D,Monetary180D,Units180D,OrdersPrevious90D,MonetaryPrevious90D,PurchaseDaysPrevious90D,OrderChange90D,MonetaryChange90D,OrderTrendRatio90D,MonetaryTrendRatio90D,MedianPurchaseGap,LatestPurchaseGap,PurchaseGapStd,HasRepeatPurchaseHistory,SnapshotMonth,SnapshotQuarter,IsHolidaySeason,CancellationRows180D,CancelledUnits180D,CancellationValue180D,PositiveUnits180D,CancellationUnitRate180D
12913,2010-08-01,0,75,243,5,5,1903.74,864,19,380.748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,382.14,226.0,2,2,683.01,359,1.0,300.87,1.0,0.0,81.26999999999998,1.0,1.269221850465432,41.5,48.0,26.22022120425379,1,8,3,0,0,0,0.0,359,0.0
12915,2010-08-01,0,94,94,1,1,161.45,92,11,161.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,161.45,92,1.0,161.45,1.0,-1.0,-161.45,0.5,0.006155740227762389,,,,0,8,3,0,4,11,44.85,103,0.10679611650485436
12916,2010-08-01,0,112,189,2,2,1155.62,502,47,577.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,776.29,345,1.0,776.29,1.0,-1.0,-776.29,0.5,0.0012865211182441561,77.0,77.0,0.0,1,8,3,0,0,0,0.0,345,0.0
12917,2010-08-01,1,3,235,3,3,3071.35,841,38,1023.7833333333334,1.0,1.0,984.2,352.0,1.0,1.0,984.2,352.0,2.0,2.0,1533.3,522.0,2,2,1533.3,522,0.0,0.0,0.0,2.0,1533.3,3.0,1534.3,116.0,80.0,36.0,1,8,3,0,2,3,14.85,522,0.005747126436781609
12920,2010-08-01,1,76,230,2,3,323.86,292,32,107.95333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,184.96,234.0,1,1,184.96,234,0.0,0.0,0.0,1.0,184.96,2.0,185.96,154.0,154.0,0.0,1,8,3,0,0,0,0.0,234,0.0
12921,2010-08-01,0,12,243,17,19,10398.81,7227,120,547.3057894736842,2.0,3.0,948.36,692.0,4.0,5.0,2107.4,1577.0,6.0,7.0,3850.57,2867.0,12,13,7309.89,5204,6.0,3459.32,6.0,1.0,391.25,1.1428571428571428,1.1130675775650807,8.5,18.0,11.346633586663492,1,8,3,0,10,59,352.35,5212,0.011320030698388335
12923,2010-08-01,1,80,80,1,1,426.2,112,17,426.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,426.2,112.0,1,1,426.2,112,0.0,0.0,0.0,1.0,426.2,2.0,427.2,,,,0,8,3,0,0,0,0.0,112,0.0
12924,2010-08-01,0,67,235,4,5,1147.99,672,25,229.598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,728.75,355.0,2,2,867.64,513,1.0,138.89,1.0,0.0,589.86,1.0,5.216598756165559,76.0,76.0,36.34097778908359,1,8,3,0,0,0,0.0,513,0.0
12925,2010-08-01,1,97,97,1,1,35.28,108,5,35.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,35.28,108,1.0,35.28,1.0,-1.0,-35.28,0.5,0.027563395810363836,,,,0,8,3,0,0,0,0.0,108,0.0
12926,2010-08-01,0,152,230,2,2,612.4,273,99,306.20000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,221.74,86,1.0,221.74,1.0,-1.0,-221.74,0.5,0.004489539373260304,78.0,78.0,0.0,1,8,3,0,0,0,0.0,86,0.0
12928,2010-08-01,0,2,54,3,3,1110.89,701,35,370.2966666666667,1.0,1.0,292.5,150.0,3.0,3.0,1110.89,701.0,3.0,3.0,1110.89,701.0,3,3,1110.89,701,0.0,0.0,0.0,3.0,1110.89,4.0,1111.89,26.0,35.0,9.0,1,8,3,0,0,0,0.0,701,0.0
12931,2010-08-01,0,54,243,14,19,7388.9400000000005,4280,17,388.8915789473684,0.0,0.0,0.0,0.0,1.0,1.0,192.89999999999998,100.0,3.0,4.0,2460.79,1641.0,10,15,5845.1900000000005,3345,11.0,3384.4,7.0,-7.0,-923.6100000000001,0.4166666666666667,0.727178472263248,13.0,21.0,10.157342055534807,1,8,3,0,36,8984,12176.42,12209,0.735850602014907
12932,2010-08-01,1,44,172,7,8,1698.56,1609,69,212.32,0.0,0.0,0.0,0.0,3.0,3.0,872.85,919.0,3.0,3.0,872.85,919.0,7,8,1698.56,1609,5.0,825.71,4.0,-2.0,47.139999999999986,0.6666666666666666,1.0570212045336334,18.0,10.0,15.271614918607078,1,8,3,0,0,0,0.0,1609,0.0
12935,2010-08-01,0,9,112,5,6,1450.13,942,49,241.68833333333336,1.0,1.0,347.3,224.0,2.0,2.0,645.73,389.0,3.0,4.0,978.9200000000001,586.0,5,6,1450.13,942,2.0,471.21,2.0,2.0,507.7100000000001,1.6666666666666667,2.075178416382542,25.5,25.0,15.562374497485916,1,8,3,0,4,6,37.2,948,0.006329113924050633
12937,2010-08-01,0,55,241,3,3,902.4399999999999,598,56,300.81333333333333,0.0,0.0,0.0,0.0,1.0,1.0,587.87,379.0,1.0,1.0,587.87,379.0,1,1,587.87,379,0.0,0.0,0.0,1.0,587.87,2.0,588.87,93.0,172.0,79.0,1,8,3,0,0,0,0.0,379,0.0
12939,2010-08-01,0,3,201,5,6,5667.12,2496,11,944.52,1.0,1.0,3417.12,1296.0,2.0,3.0,4294.62,1746.0,2.0,3.0,4294.62,1746.0,4,5,5172.12,2196,2.0,877.5,2.0,1.0,3417.12,1.3333333333333333,4.889721115537848,47.0,51.0,8.645808232895291,1,8,3,0,0,0,0.0,2196,0.0
12943,2010-08-01,1,63,110,2,2,496.5,222,22,248.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,180.64999999999998,67.0,2,2,496.5,222,1.0,315.85,1.0,0.0,-135.20000000000005,1.0,0.5732996686129082,47.0,47.0,0.0,1,8,3,0,0,0,0.0,222,0.0
12945,2010-08-01,1,161,161,1,1,437.16,281,28,437.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,437.16,281,1.0,437.16,1.0,-1.0,-437.16,0.5,0.0022822713164140952,,,,0,8,3,0,0,0,0.0,281,0.0
12949,2010-08-01,0,6,241,7,9,6566.88,3806,169,729.6533333333333,1.0,1.0,1389.12,850.0,1.0,1.0,1389.12,850.0,1.0,1.0,1389.12,850.0,4,6,3385.66,2018,5.0,1996.54,3.0,-4.0,-607.4200000000001,0.3333333333333333,0.695915976651281,30.0,98.0,30.61816817221798,1,8,3,0,3,14,83.5,2026,0.006910167818361303
12951,2010-08-01,0,4,203,6,6,1095.0,476,44,182.5,1.0,1.0,224.45000000000002,99.0,2.0,2.0,405.3,177.0,3.0,3.0,581.5500000000001,254.0,5,5,926.7,386,2.0,345.15000000000003,2.0,1.0,236.40000000000003,1.3333333333333333,1.6829409215657951,36.0,31.0,9.064215354899728,1,8,3,0,1,2,15.9,388,0.005154639175257732
12953,2010-08-01,1,27,27,1,1,498.96000000000004,280,31,498.96000000000004,1.0,1.0,498.96000000000004,280.0,1.0,1.0,498.96000000000004,280.0,1.0,1.0,498.96000000000004,280.0,1,1,498.96000000000004,280,0.0,0.0,0.0,1.0,498.96000000000004,2.0,499.96000000000004,,,,0,8,3,0,0,0,0.0,280,0.0
12954,2010-08-01,1,143,143,1,1,162.45,83,10,162.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,162.45,83,1.0,162.45,1.0,-1.0,-162.45,0.5,0.00611807892321811,,,,0,8,3,0,0,0,0.0,83,0.0
12957,2010-08-01,1,46,233,4,5,4649.38,2130,221,929.876,0.0,0.0,0.0,0.0,1.0,2.0,1252.13,597.0,1.0,2.0,1252.13,597.0,3,4,3564.28,1508,2.0,2312.15,2.0,0.0,-1060.02,1.0,0.5417417806886713,64.0,64.0,23.299976156401726,1,8,3,0,2,4,17.2,1512,0.0026455026455026454
12958,2010-08-01,1,88,88,1,1,166.89,39,12,166.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,166.89,39.0,1,1,166.89,39,0.0,0.0,0.0,1.0,166.89,2.0,167.89,,,,0,8,3,0,0,0,0.0,39,0.0
12960,2010-08-01,0,82,166,2,2,733.57,707,33,366.785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,319.90000000000003,386.0,2,2,733.57,707,1.0,413.67,1.0,0.0,-93.76999999999998,1.0,0.7738683772638484,84.0,84.0,0.0,1,8,3,0,0,0,0.0,707,0.0
12963,2010-08-01,0,24,24,1,1,642.88,436,41,642.88,1.0,1.0,642.88,436.0,1.0,1.0,642.88,436.0,1.0,1.0,642.88,436.0,1,1,642.88,436,0.0,0.0,0.0,1.0,642.88,2.0,643.88,,,,0,8,3,0,6,24,73.20000000000002,460,0.05217391304347826
12969,2010-08-01,1,107,107,1,1,122.45,55,5,122.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,122.45,55,1.0,122.45,1.0,-1.0,-122.45,0.5,0.008100445524503848,,,,0,8,3,0,0,0,0.0,55,0.0
12971,2010-08-01,0,7,229,12,12,2304.65,1995,18,192.05416666666667,2.0,2.0,281.5,110.0,4.0,4.0,627.8000000000001,228.0,5.0,5.0,803.7,282.0,9,9,1900.0,1272,4.0,1096.3000000000002,4.0,1.0,-292.60000000000014,1.2,0.7333454843707281,14.0,6.0,13.306308700750535,1,8,3,0,1,1440,230.4,2712,0.5309734513274337
12972,2010-08-01,0,87,166,3,3,973.79,727,61,324.59666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,385.43,427.0,3,3,973.79,727,2.0,588.36,2.0,-1.0,-202.93,0.6666666666666666,0.6556773449165196,39.5,65.0,25.5,1,8,3,0,8,15,45.25,742,0.02021563342318059
12974,2010-08-01,1,70,70,1,1,264.15,80,24,264.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,264.15,80.0,1,1,264.15,80,0.0,0.0,0.0,1.0,264.15,2.0,265.15,,,,0,8,3,0,0,0,0.0,80,0.0
12975,2010-08-01,0,12,238,3,3,1201.49,312,51,400.49666666666667,2.0,2.0,759.86,197.0,2.0,2.0,759.86,197.0,2.0,2.0,759.86,197.0,2,2,759.86,197,0.0,0.0,0.0,2.0,759.86,3.0,760.86,113.0,12.0,101.0,1,8,3,0,3,4,46.7,201,0.01990049751243781
12976,2010-08-01,0,79,170,4,4,1619.02,1375,71,404.755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,421.8,472.0,4,4,1619.02,1375,3.0,1197.22,3.0,-2.0,-775.4200000000001,0.5,0.35285673749394936,27.0,22.0,8.498365855987975,1,8,3,0,0,0,0.0,1375,0.0
12977,2010-08-01,1,6,16,2,3,478.39,119,45,159.46333333333334,2.0,3.0,478.39,119.0,2.0,3.0,478.39,119.0,2.0,3.0,478.39,119.0,2,3,478.39,119,0.0,0.0,0.0,3.0,478.39,4.0,479.39,10.0,10.0,0.0,1,8,3,0,0,0,0.0,119,0.0
12978,2010-08-01,1,150,234,4,4,1946.46,1120,107,486.615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,498.63,299,1.0,498.63,1.0,-1.0,-498.63,0.5,0.0020014810960110483,28.0,42.0,11.430952132988164,1,8,3,0,0,0,0.0,299,0.0
12980,2010-08-01,0,20,242,7,7,4387.38,442,6,626.7685714285715,1.0,1.0,559.2,16.0,2.0,2.0,883.2,112.0,3.0,3.0,1302.6000000000001,124.0,5,5,2915.88,308,2.0,1613.28,2.0,1.0,-310.67999999999984,1.3333333333333333,0.8075426815670145,40.5,14.0,10.801234497346433,1,8,3,0,1,2,9.3,308,0.006493506493506494
12982,2010-08-01,0,16,111,5,5,1677.71,1143,98,335.54200000000003,1.0,1.0,97.80000000000001,28.0,2.0,2.0,379.54,264.0,3.0,3.0,683.69,427.0,5,5,1677.71,1143,2.0,994.02,2.0,1.0,-310.3299999999999,1.3333333333333333,0.6881168217724267,25.0,28.0,4.602988159880492,1,8,3,0,21,42,100.65,1184,0.03547297297297297
12983,2010-08-01,1,103,103,1,1,490.08000000000004,638,30,490.08000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,490.08000000000004,638,1.0,490.08000000000004,1.0,-1.0,-490.08000000000004,0.5,0.0020363280931823733,,,,0,8,3,0,0,0,0.0,638,0.0
12986,2010-08-01,0,16,192,5,6,1784.67,855,46,297.445,1.0,1.0,377.45,135.0,3.0,4.0,1023.95,587.0,3.0,4.0,1023.95,587.0,4,5,1480.8,720,1.0,456.85,1.0,3.0,567.1,2.5,2.2386152670088455,33.5,21.0,29.231831964486933,1,8,3,0,0,0,0.0,720,0.0
12987,2010-08-01,0,115,193,2,2,460.68,223,24,230.33999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,178.35,55,1.0,178.35,1.0,-1.0,-178.35,0.5,0.005575689991636465,78.0,78.0,0.0,1,8,3,0,0,0,0.0,55,0.0
12989,2010-08-01,0,2,234,12,13,3897.14,2134,11,299.78,3.0,3.0,1127.5,698.0,3.0,3.0,1127.5,698.0,4.0,4.0,1434.5,862.0,9,10,3477.65,1837,6.0,2043.15,5.0,-2.0,-608.6500000000001,0.7142857142857143,0.7022478780911381,17.0,9.0,14.164324875318053,1,8,3,0,4,143,635.35,1934,0.07394002068252327
12990,2010-08-01,0,10,124,2,2,273.0,140,4,136.5,1.0,1.0,156.0,80.0,1.0,1.0,156.0,80.0,1.0,1.0,156.0,80.0,2,2,273.0,140,1.0,117.0,1.0,0.0,39.0,1.0,1.3305084745762712,114.0,114.0,0.0,1,8,3,0,0,0,0.0,140,0.0
12993,2010-08-01,0,136,164,2,2,436.45,243,23,218.225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,436.45,243,2.0,436.45,2.0,-2.0,-436.45,0.3333333333333333,0.0022859755400617215,28.0,28.0,0.0,1,8,3,0,0,0,0.0,243,0.0
12997,2010-08-01,0,87,117,2,2,273.45,147,14,136.725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,270.5,146.0,2,2,273.45,147,1.0,2.95,1.0,0.0,267.55,1.0,68.73417721518987,30.0,30.0,0.0,1,8,3,0,2,2,6.2,148,0.013513513513513514
12998,2010-08-01,0,115,158,2,2,581.4,619,48,290.70000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,581.4,619,2.0,581.4,2.0,-2.0,-581.4,0.3333333333333333,0.001717032967032967,43.0,43.0,0.0,1,8,3,0,3,22,22.7,641,0.0343213728549142
13001,2010-08-01,0,6,241,13,13,9566.36,5192,222,735.8738461538462,2.0,2.0,1314.45,941.0,4.0,4.0,2648.11,1701.0,6.0,6.0,4556.83,2775.0,11,11,7644.51,4289,5.0,3087.6800000000003,5.0,1.0,1469.1499999999996,1.1666666666666667,1.4756562674022558,17.0,18.0,10.57873916032635,1,8,3,0,0,0,0.0,4289,0.0
13004,2010-08-01,0,6,229,12,12,3815.78,2558,178,317.9816666666667,1.0,1.0,320.98,246.0,2.0,2.0,622.64,486.0,4.0,4.0,1304.3,874.0,9,9,2846.89,1921,5.0,1542.59,5.0,-1.0,-238.28999999999996,0.8333333333333334,0.8456261053777234,19.0,25.0,6.368829050231634,1,8,3,0,4,10,91.5,1923,0.005200208008320333
13007,2010-08-01,1,84,84,1,1,175.25,59,11,175.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,175.25,59.0,1,1,175.25,59,0.0,0.0,0.0,1.0,175.25,2.0,176.25,,,,0,8,3,0,0,0,0.0,59,0.0
13009,2010-08-01,1,177,177,1,1,234.0,120,4,234.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,234.0,120,1.0,234.0,1.0,-1.0,-234.0,0.5,0.00425531914893617,,,,0,8,3,0,0,0,0.0,120,0.0
13010,2010-08-01,1,153,153,1,1,177.12,127,6,177.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,177.12,127,1.0,177.12,1.0,-1.0,-177.12,0.5,0.005614192679092746,,,,0,8,3,0,0,0,0.0,127,0.0
13012,2010-08-01,0,18,97,2,2,756.08,462,42,378.03999999999996,1.0,1.0,374.19,247.0,1.0,1.0,374.19,247.0,1.0,1.0,374.19,247.0,2,2,756.08,462,1.0,381.89,1.0,0.0,-7.699999999999989,1.0,0.9798897855781034,79.0,79.0,0.0,1,8,3,0,3,17,31.429999999999996,479,0.03549060542797495
13013,2010-08-01,0,3,230,10,10,4734.76,2635,157,473.476,2.0,2.0,660.52,374.0,4.0,4.0,1259.1200000000001,802.0,6.0,6.0,1934.3700000000001,1059.0,9,9,3978.25,2289,3.0,2043.88,3.0,3.0,-109.50999999999999,1.75,0.9464467352607489,21.0,15.0,24.670169921397324,1,8,3,0,0,0,0.0,2289,0.0
13015,2010-08-01,0,2,108,3,3,1850.6399999999999,1082,92,616.88,1.0,1.0,637.44,71.0,1.0,1.0,637.44,71.0,1.0,1.0,637.44,71.0,3,3,1850.6399999999999,1082,2.0,1213.2,2.0,-1.0,-575.76,0.6666666666666666,0.525811233734146,53.0,95.0,42.0,1,8,3,0,4,7,46.65,1089,0.006427915518824609
13018,2010-08-01,0,75,153,2,5,1464.35,797,81,292.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,645.65,385.0,2,5,1464.35,797,2.0,818.7,1.0,1.0,-173.05000000000007,1.3333333333333333,0.7888861778699523,78.0,78.0,0.0,1,8,3,0,0,0,0.0,797,0.0
13019,2010-08-01,0,70,238,4,4,768.1,216,32,192.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,169.32,54.0,2,2,322.8,86,1.0,153.48,1.0,0.0,15.840000000000003,1.0,1.1025375453133093,46.0,46.0,47.07440918375928,1,8,3,0,1,1,12.75,87,0.011494252873563218
13020,2010-08-01,1,67,164,2,2,606.96,271,38,303.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,158.95,64.0,2,2,606.96,271,1.0,448.01,1.0,0.0,-289.06,1.0,0.3562281463664506,97.0,97.0,0.0,1,8,3,0,3,7,12.0,278,0.025179856115107913
13021,2010-08-01,0,31,239,4,4,1184.02,688,55,296.005,0.0,0.0,0.0,0.0,1.0,1.0,268.28000000000003,140.0,1.0,1.0,268.28000000000003,140.0,3,3,951.96,504,2.0,683.68,2.0,-1.0,-415.3999999999999,0.6666666666666666,0.3932932172693814,67.0,67.0,27.402351886086144,1,8,3,0,4,9,46.65,512,0.017578125
13023,2010-08-01,1,33,33,1,1,651.13,293,35,651.13,0.0,0.0,0.0,0.0,1.0,1.0,651.13,293.0,1.0,1.0,651.13,293.0,1,1,651.13,293,0.0,0.0,0.0,1.0,651.13,2.0,652.13,,,,0,8,3,0,0,0,0.0,293,0.0
13024,2010-08-01,0,87,87,1,1,247.83,79,15,247.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,247.83,79.0,1,1,247.83,79,0.0,0.0,0.0,1.0,247.83,2.0,248.83,,,,0,8,3,0,0,0,0.0,79,0.0
13026,2010-08-01,0,96,231,3,3,693.13,665,24,231.04333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,360.90000000000003,338,2.0,360.90000000000003,2.0,-2.0,-360.90000000000003,0.3333333333333333,0.0027631942525559545,67.5,51.0,16.5,1,8,3,0,0,0,0.0,338,0.0
13027,2010-08-01,0,33,193,8,8,5388.0,13320,7,673.5,0.0,0.0,0.0,0.0,1.0,1.0,1020.0,2520.0,2.0,2.0,2076.0,5160.0,6,6,4908.0,12120,4.0,2832.0,4.0,-2.0,-756.0,0.6,0.7331450758912813,20.0,35.0,13.932783245984695,1,8,3,0,1,240,96.0,12120,0.019801980198019802
13029,2010-08-01,1,28,28,1,1,347.7,38,4,347.7,1.0,1.0,347.7,38.0,1.0,1.0,347.7,38.0,1.0,1.0,347.7,38.0,1,1,347.7,38,0.0,0.0,0.0,1.0,347.7,2.0,348.7,,,,0,8,3,0,0,0,0.0,38,0.0
13031,2010-08-01,0,10,59,2,2,1559.77,1099,188,779.885,1.0,1.0,581.53,336.0,2.0,2.0,1559.77,1099.0,2.0,2.0,1559.77,1099.0,2,2,1559.77,1099,0.0,0.0,0.0,2.0,1559.77,3.0,1560.77,49.0,49.0,0.0,1,8,3,0,0,0,0.0,1099,0.0
13037,2010-08-01,0,45,241,5,6,2132.2400000000002,1246,113,355.3733333333333,0.0,0.0,0.0,0.0,1.0,1.0,448.78000000000003,236.0,1.0,1.0,448.78000000000003,236.0,3,4,1548.8,947,3.0,1100.02,2.0,-2.0,-651.24,0.5,0.4085121069553687,48.5,51.0,3.082207001484488,1,8,3,0,3,15,29.15,962,0.015592515592515593
13039,2010-08-01,1,89,227,4,4,1010.73,290,37,252.6825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,373.18,112.0,3,3,847.9300000000001,238,2.0,474.75,2.0,-1.0,-101.57,0.6666666666666666,0.7865055176037835,21.0,21.0,41.14203041497426,1,8,3,0,0,0,0.0,238,0.0
13041,2010-08-01,0,2,94,3,3,607.08,268,14,202.36,2.0,2.0,350.92,152.0,2.0,2.0,350.92,152.0,2.0,2.0,350.92,152.0,3,3,607.08,268,1.0,256.16,1.0,1.0,94.75999999999999,1.5,1.3684865453414217,46.0,25.0,21.0,1,8,3,0,0,0,0.0,268,0.0
13042,2010-08-01,1,103,237,3,3,1549.79,829,163,516.5966666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,881.6899999999999,387,2.0,881.6899999999999,2.0,-2.0,-881.6899999999999,0.3333333333333333,0.0011329005653173822,67.0,77.0,10.0,1,8,3,0,1,5,33.75,388,0.01288659793814433
13044,2010-08-01,0,20,205,9,9,3794.95,1903,297,421.6611111111111,1.0,1.0,363.8,184.0,1.0,1.0,363.8,184.0,3.0,3.0,1053.43,414.0,8,8,3617.6,1824,5.0,2564.17,5.0,-2.0,-1510.74,0.6666666666666666,0.4110565771469337,19.0,47.0,15.925117738968211,1,8,3,0,2,2,29.7,1826,0.001095290251916758
13047,2010-08-01,0,21,228,8,9,3585.65,1240,81,398.40555555555557,1.0,2.0,618.63,139.0,2.0,3.0,648.63,163.0,3.0,4.0,1344.0,332.0,6,7,2752.62,815,3.0,1408.6200000000001,3.0,1.0,-64.62000000000012,1.25,0.9541578581461669,27.0,39.0,13.221812528190387,1,8,3,0,15,19,87.65,825,0.02303030303030303
13048,2010-08-01,0,11,186,4,4,1865.69,1171,73,466.4225,1.0,1.0,953.1899999999999,603.0,1.0,1.0,953.1899999999999,603.0,2.0,2.0,1048.69,663.0,3,3,1474.04,944,1.0,425.35,1.0,1.0,623.34,1.5,2.462038231499941,57.0,57.0,25.32894698868383,1,8,3,0,3,4,13.6,946,0.004228329809725159
13050,2010-08-01,0,18,229,9,9,2990.1,1492,244,332.23333333333335,1.0,1.0,313.02,185.0,3.0,3.0,895.67,423.0,3.0,3.0,895.67,423.0,7,7,2421.29,1219,4.0,1525.62,4.0,-1.0,-629.9499999999999,0.8,0.5873563820728145,25.0,20.0,10.930890860309603,1,8,3,0,10,22,139.35,1226,0.01794453507340946
13051,2010-08-01,1,83,124,2,2,155.8,72,4,77.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,80.8,12.0,2,2,155.8,72,1.0,75.0,1.0,0.0,5.799999999999997,1.0,1.0763157894736841,41.0,41.0,0.0,1,8,3,0,0,0,0.0,72,0.0
13052,2010-08-01,0,55,159,4,4,2063.98,836,123,515.995,0.0,0.0,0.0,0.0,1.0,1.0,179.54,62.0,2.0,2.0,911.88,334.0,4,4,2063.98,836,2.0,1152.1,2.0,0.0,-240.2199999999999,1.0,0.7916746162518429,29.0,26.0,10.208928554075703,1,8,3,0,0,0,0.0,836,0.0
13053,2010-08-01,1,126,126,1,1,127.65,47,17,127.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,127.65,47,1.0,127.65,1.0,-1.0,-127.65,0.5,0.007773027594247959,,,,0,8,3,0,0,0,0.0,47,0.0
13056,2010-08-01,1,56,56,1,1,209.48,158,18,209.48,0.0,0.0,0.0,0.0,1.0,1.0,209.48,158.0,1.0,1.0,209.48,158.0,1,1,209.48,158,0.0,0.0,0.0,1.0,209.48,2.0,210.48,,,,0,8,3,0,0,0,0.0,158,0.0
13057,2010-08-01,1,35,136,3,3,722.09,466,34,240.6966666666667,0.0,0.0,0.0,0.0,2.0,2.0,368.6,236.0,2.0,2.0,368.6,236.0,3,3,722.09,466,1.0,353.49,1.0,1.0,15.110000000000014,1.5,1.0426246156450112,50.5,3.0,47.5,1,8,3,0,2,13,181.34999999999997,466,0.027896995708154508
13059,2010-08-01,0,18,123,4,5,1203.03,470,119,240.606,1.0,1.0,223.0,84.0,3.0,3.0,581.59,255.0,3.0,3.0,581.59,255.0,4,5,1203.03,470,2.0,621.44,1.0,1.0,-39.85000000000002,1.3333333333333333,0.9359777649251333,19.0,15.0,25.508168626278653,1,8,3,0,1,2,9.3,472,0.00423728813559322
13064,2010-08-01,1,55,96,2,2,561.25,154,19,280.625,0.0,0.0,0.0,0.0,1.0,1.0,321.6,85.0,1.0,1.0,321.6,85.0,2,2,561.25,154,1.0,239.65,1.0,0.0,81.95000000000002,1.0,1.3405360482027842,41.0,41.0,0.0,1,8,3,0,0,0,0.0,154,0.0
13065,2010-08-01,0,52,52,1,1,187.57,81,11,187.57,0.0,0.0,0.0,0.0,1.0,1.0,187.57,81.0,1.0,1.0,187.57,81.0,1,1,187.57,81,0.0,0.0,0.0,1.0,187.57,2.0,188.57,,,,0,8,3,0,0,0,0.0,81,0.0
13069,2010-08-01,0,6,48,4,5,1866.77,2384,199,373.354,2.0,2.0,823.7,862.0,4.0,5.0,1866.77,2384.0,4.0,5.0,1866.77,2384.0,4,5,1866.77,2384,0.0,0.0,0.0,5.0,1866.77,6.0,1867.77,14.0,21.0,5.715476066494082,1,8,3,0,1,288,207.35999999999999,2672,0.10778443113772455
13070,2010-08-01,0,94,237,2,2,308.4,152,9,154.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,154.2,76,1.0,154.2,1.0,-1.0,-154.2,0.5,0.0064432989690721655,143.0,143.0,0.0,1,8,3,0,0,0,0.0,76,0.0
13071,2010-08-01,1,117,117,1,1,129.22,30,12,129.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,129.22,30,1.0,129.22,1.0,-1.0,-129.22,0.5,0.007679311933650745,,,,0,8,3,0,0,0,0.0,30,0.0
