Customer ID,SnapshotDate,Segment,CustomerValue,SegmentFrequency,ChurnProbability,AboveModelThreshold,ProbabilityThreshold,CampaignPriorityBand,CampaignRecommendedAction,CustomerValueCap,ValueAtRiskScore,ProbabilityRank,ValueAtRiskRank,ValueProtectionPriorityBand,ValueProtectionRecommendedAction,ModelVersion
12640,2011-12-10,Recent developing,994.58,3,0.5251440327868961,1,0.4,Standard monitoring,Normal low-cost engagement; no paid retention incentive,38851.33209999985,522.2977521291912,1993,2064,Standard monitoring,Monitor customer value and churn risk; no paid intervention,churn-logistic-1.0.0
12641,2011-12-10,Lapsed low-value,145.9,1,0.8601438862534979,1,0.4,Priority 1 - Immediate,Personalized outreach for the highest-ranked 10%; use segment and value,38851.33209999985,125.49499300438535,276,3235,Standard monitoring,Monitor customer value and churn risk; no paid intervention,churn-logistic-1.0.0
12642,2011-12-10,Recent developing,905.26,3,0.502577487233366,1,0.4,Standard monitoring,Normal low-cost engagement; no paid retention incentive,38851.33209999985,454.96329609287693,2090,2265,Standard monitoring,Monitor customer value and churn risk; no paid intervention,churn-logistic-1.0.0
12643,2011-12-10,Champions,7393.42,11,0.562938548308756,1,0.4,Standard monitoring,Normal low-cost engagement; no paid retention incentive,38851.33209999985,4162.041121836923,1858,40,Priority 1 - Immediate,Account-manager outreach; prioritize the highest exposed customer value,churn-logistic-1.0.0
12644,2011-12-10,At-risk established,1797.54,4,0.8547548842205893,1,0.4,Priority 1 - Immediate,Personalized outreach for the highest-ranked 10%; use segment and value,38851.33209999985,1536.456094581878,316,491,Priority 2 - Targeted,Personalized retention offer for a high-value account,churn-logistic-1.0.0
12645,2011-12-10,Champions,3175.1,8,0.4283010699126875,1,0.4,Standard monitoring,Normal low-cost engagement; no paid retention incentive,38851.33209999985,1359.898727079774,2317,631,Priority 2 - Targeted,Personalized retention offer for a high-value account,churn-logistic-1.0.0
12646,2011-12-10,Recent developing,1346.97,2,0.5490176324478999,1,0.4,Standard monitoring,Normal low-cost engagement; no paid retention incentive,38851.33209999985,739.5102803783477,1918,1516,Priority 3 - Nurture,Low-cost relationship nurture for value protection,churn-logistic-1.0.0
12647,2011-12-10,Champions,14731.64,35,0.0712150740405514,0,0.4,Standard monitoring,Normal low-cost engagement; no paid retention incentive,38851.33209999985,1049.1148333387487,3223,973,Priority 3 - Nurture,Low-cost relationship nurture for value protection,churn-logistic-1.0.0
12648,2011-12-10,At-risk established,1024.0,4,0.8478310247270852,1,0.4,Priority 2 - Targeted,Targeted retention message for the next-ranked 10%,38851.33209999985,868.1789693205352,347,1256,Priority 3 - Nurture,Low-cost relationship nurture for value protection,churn-logistic-1.0.0
12649,2011-12-10,At-risk established,2060.5,8,0.6676079750539374,1,0.4,Priority 3 - Nurture,Automated email nurture or product reminder,38851.33209999985,1375.6062325986381,1375,616,Priority 2 - Targeted,Personalized retention offer for a high-value account,churn-logistic-1.0.0
12650,2011-12-10,Recent developing,242.44000000000003,1,0.7878187561022647,1,0.4,Priority 3 - Nurture,Automated email nurture or product reminder,38851.33209999985,190.99877922943307,891,3049,Standard monitoring,Monitor customer value and churn risk; no paid intervention,churn-logistic-1.0.0
12653,2011-12-10,At-risk established,4160.83,3,0.7850252571640457,1,0.4,Priority 3 - Nurture,Automated email nurture or product reminder,38851.33209999985,3266.3566407658764,911,68,Priority 1 - Immediate,Account-manager outreach; prioritize the highest exposed customer value,churn-logistic-1.0.0
12654,2011-12-10,Recent developing,529.98,5,0.6135756135967527,1,0.4,Priority 3 - Nurture,Automated email nurture or product reminder,38851.33209999985,325.182803694007,1637,2642,Standard monitoring,Monitor customer value and churn risk; no paid intervention,churn-logistic-1.0.0
12656,2011-12-10,Champions,5636.78,8,0.2964889117933426,0,0.4,Standard monitoring,Normal low-cost engagement; no paid retention incentive,38851.33209999985,1671.2427682184775,2712,393,Priority 2 - Targeted,Personalized retention offer for a high-value account,churn-logistic-1.0.0
12657,2011-12-10,Recent developing,1008.06,4,0.5325903023685757,1,0.4,Standard monitoring,Normal low-cost engagement; no paid retention incentive,38851.33209999985,536.8829802056664,1967,2027,Standard monitoring,Monitor customer value and churn risk; no paid intervention,churn-logistic-1.0.0
12658,2011-12-10,Recent developing,632.05,1,0.7778282452767519,1,0.4,Priority 3 - Nurture,Automated email nurture or product reminder,38851.33209999985,491.626342427171,954,2160,Standard monitoring,Monitor customer value and churn risk; no paid intervention,churn-logistic-1.0.0
12659,2011-12-10,Lapsed low-value,73.68,1,0.8099450270192287,1,0.4,Priority 2 - Targeted,Targeted retention message for the next-ranked 10%,38851.33209999985,59.67674959077677,649,3386,Standard monitoring,Monitor customer value and churn risk; no paid intervention,churn-logistic-1.0.0
12660,2011-12-10,Recent developing,227.1,1,0.7940868955074516,1,0.4,Priority 3 - Nurture,Automated email nurture or product reminder,38851.33209999985,180.33713396974224,824,3074,Standard monitoring,Monitor customer value and churn risk; no paid intervention,churn-logistic-1.0.0
12662,2011-12-10,Champions,6335.17,20,0.1107857193004475,0,0.4,Standard monitoring,Normal low-cost engagement; no paid retention incentive,38851.33209999985,701.846365340616,3147,1612,Priority 3 - Nurture,Low-cost relationship nurture for value protection,churn-logistic-1.0.0
12664,2011-12-10,Champions,5420.04,11,0.0893221826202735,0,0.4,Standard monitoring,Normal low-cost engagement; no paid retention incentive,38851.33209999985,484.12980268918716,3186,2178,Standard monitoring,Monitor customer value and churn risk; no paid intervention,churn-logistic-1.0.0
12667,2011-12-10,Recent developing,460.13,1,0.8050272696856936,1,0.4,Priority 3 - Nurture,Automated email nurture or product reminder,38851.33209999985,370.4171976004782,711,2511,Standard monitoring,Monitor customer value and churn risk; no paid intervention,churn-logistic-1.0.0
12668,2011-12-10,Champions,9903.71,9,0.3542411654498674,0,0.4,Standard monitoring,Normal low-cost engagement; no paid retention incentive,38851.33209999985,3508.301772677506,2562,56,Priority 1 - Immediate,Account-manager outreach; prioritize the highest exposed customer value,churn-logistic-1.0.0
12669,2011-12-10,At-risk established,1427.73,2,0.7693891532985057,1,0.4,Priority 3 - Nurture,Automated email nurture or product reminder,38851.33209999985,1098.4799758388756,1001,911,Priority 3 - Nurture,Low-cost relationship nurture for value protection,churn-logistic-1.0.0
12670,2011-12-10,Champions,3426.39,7,0.3557387147124539,0,0.4,Standard monitoring,Normal low-cost engagement; no paid retention incentive,38851.33209999985,1218.899574703605,2555,764,Priority 3 - Nurture,Low-cost relationship nurture for value protection,churn-logistic-1.0.0
12673,2011-12-10,Recent developing,1140.02,3,0.810789361006639,1,0.4,Priority 2 - Targeted,Targeted retention message for the next-ranked 10%,38851.33209999985,924.3160873347886,639,1169,Priority 3 - Nurture,Low-cost relationship nurture for value protection,churn-logistic-1.0.0
12674,2011-12-10,Recent developing,1793.41,4,0.5067583333918978,1,0.4,Standard monitoring,Normal low-cost engagement; no paid retention incentive,38851.33209999985,908.8254626883635,2075,1198,Priority 3 - Nurture,Low-cost relationship nurture for value protection,churn-logistic-1.0.0
12676,2011-12-10,Champions,2333.09,10,0.3647412304134447,0,0.4,Standard monitoring,Normal low-cost engagement; no paid retention incentive,38851.33209999985,850.9741172653038,2528,1283,Priority 3 - Nurture,Low-cost relationship nurture for value protection,churn-logistic-1.0.0
12678,2011-12-10,Champions,32165.13,15,0.0759954257662356,0,0.4,Standard monitoring,Normal low-cost engagement; no paid retention incentive,38851.33209999985,2444.4027491763177,3212,160,Priority 1 - Immediate,Account-manager outreach; prioritize the highest exposed customer value,churn-logistic-1.0.0
12679,2011-12-10,At-risk established,908.47,4,0.614387941355057,1,0.4,Priority 3 - Nurture,Automated email nurture or product reminder,38851.33209999985,558.1530130828287,1634,1963,Standard monitoring,Monitor customer value and churn risk; no paid intervention,churn-logistic-1.0.0
12680,2011-12-10,Recent developing,790.81,4,0.4211964096259344,1,0.4,Standard monitoring,Normal low-cost engagement; no paid retention incentive,38851.33209999985,333.0863326962852,2340,2629,Standard monitoring,Monitor customer value and churn risk; no paid intervention,churn-logistic-1.0.0
12681,2011-12-10,Champions,27676.76,44,0.0105990390293836,0,0.4,Standard monitoring,Normal low-cost engagement; no paid retention incentive,38851.33209999985,293.34705944688284,3389,2752,Standard monitoring,Monitor customer value and churn risk; no paid intervention,churn-logistic-1.0.0
12682,2011-12-10,Champions,21605.81,51,0.001632702777823,0,0.4,Standard monitoring,Normal low-cost engagement; no paid retention incentive,38851.33209999985,35.275866004115954,3427,3412,Standard monitoring,Monitor customer value and churn risk; no paid intervention,churn-logistic-1.0.0
12683,2011-12-10,Champions,11134.05,20,0.1060771758216821,0,0.4,Standard monitoring,Normal low-cost engagement; no paid retention incentive,38851.33209999985,1181.0685794573994,3156,803,Priority 3 - Nurture,Low-cost relationship nurture for value protection,churn-logistic-1.0.0
12684,2011-12-10,Champions,2073.63,6,0.3479332611889805,0,0.4,Standard monitoring,Normal low-cost engagement; no paid retention incentive,38851.33209999985,721.4848483993056,2575,1565,Priority 3 - Nurture,Low-cost relationship nurture for value protection,churn-logistic-1.0.0
12685,2011-12-10,Champions,2575.08,6,0.228577967489044,0,0.4,Standard monitoring,Normal low-cost engagement; no paid retention incentive,38851.33209999985,588.6065525216874,2873,1892,Standard monitoring,Monitor customer value and churn risk; no paid intervention,churn-logistic-1.0.0
12688,2011-12-10,Exceptional high-value,4873.81,1,0.6852850992848629,1,0.4,Priority 3 - Nurture,Automated email nurture or product reminder,38851.33209999985,3339.949369745558,1315,64,Priority 1 - Immediate,Account-manager outreach; prioritize the highest exposed customer value,churn-logistic-1.0.0
12689,2011-12-10,Recent developing,1139.61,2,0.6248149283323984,1,0.4,Priority 3 - Nurture,Automated email nurture or product reminder,38851.33209999985,712.0453404768845,1583,1584,Priority 3 - Nurture,Low-cost relationship nurture for value protection,churn-logistic-1.0.0
12691,2011-12-10,Recent developing,1044.4,6,0.4560012941347269,1,0.4,Standard monitoring,Normal low-cost engagement; no paid retention incentive,38851.33209999985,476.2477515943088,2234,2199,Standard monitoring,Monitor customer value and churn risk; no paid intervention,churn-logistic-1.0.0
12693,2011-12-10,At-risk established,1352.42,7,0.6381188357851566,1,0.4,Priority 3 - Nurture,Automated email nurture or product reminder,38851.33209999985,863.0046758925615,1511,1267,Priority 3 - Nurture,Low-cost relationship nurture for value protection,churn-logistic-1.0.0
12694,2011-12-10,At-risk established,1659.45,3,0.7689960579614842,1,0.4,Priority 3 - Nurture,Automated email nurture or product reminder,38851.33209999985,1276.1105083841849,1005,713,Priority 3 - Nurture,Low-cost relationship nurture for value protection,churn-logistic-1.0.0
12695,2011-12-10,Champions,1371.12,7,0.4136928586480608,1,0.4,Standard monitoring,Normal low-cost engagement; no paid retention incentive,38851.33209999985,567.2225523495291,2368,1937,Standard monitoring,Monitor customer value and churn risk; no paid intervention,churn-logistic-1.0.0
12697,2011-12-10,Recent developing,739.02,3,0.6055414026659033,1,0.4,Priority 3 - Nurture,Automated email nurture or product reminder,38851.33209999985,447.50720739815586,1674,2294,Standard monitoring,Monitor customer value and churn risk; no paid intervention,churn-logistic-1.0.0
12700,2011-12-10,Champions,4525.99,4,0.3483936523416623,0,0.4,Standard monitoring,Normal low-cost engagement; no paid retention incentive,38851.33209999985,1576.8261865618401,2573,451,Priority 2 - Targeted,Personalized retention offer for a high-value account,churn-logistic-1.0.0
12701,2011-12-10,At-risk established,2248.41,6,0.6506547989387355,1,0.4,Priority 3 - Nurture,Automated email nurture or product reminder,38851.33209999985,1462.9387564818421,1444,545,Priority 2 - Targeted,Personalized retention offer for a high-value account,churn-logistic-1.0.0
12702,2011-12-10,Recent developing,201.0,1,0.7990004105457567,1,0.4,Priority 3 - Nurture,Automated email nurture or product reminder,38851.33209999985,160.59908251969708,781,3129,Standard monitoring,Monitor customer value and churn risk; no paid intervention,churn-logistic-1.0.0
12703,2011-12-10,At-risk established,802.1800000000001,4,0.835943417152028,1,0.4,Priority 2 - Targeted,Targeted retention message for the next-ranked 10%,38851.33209999985,670.5770903710139,433,1688,Priority 3 - Nurture,Low-cost relationship nurture for value protection,churn-logistic-1.0.0
12704,2011-12-10,Champions,1740.84,8,0.2055261786269631,0,0.4,Standard monitoring,Normal low-cost engagement; no paid retention incentive,38851.33209999985,357.7881928009624,2932,2549,Standard monitoring,Monitor customer value and churn risk; no paid intervention,churn-logistic-1.0.0
12705,2011-12-10,Champions,10949.3,13,0.0907107214867072,0,0.4,Standard monitoring,Normal low-cost engagement; no paid retention incentive,38851.33209999985,993.2189027744031,3183,1044,Priority 3 - Nurture,Low-cost relationship nurture for value protection,churn-logistic-1.0.0
12708,2011-12-10,Champions,4575.01,18,0.113586390664387,0,0.4,Standard monitoring,Normal low-cost engagement; no paid retention incentive,38851.33209999985,519.6588731534772,3137,2070,Standard monitoring,Monitor customer value and churn risk; no paid intervention,churn-logistic-1.0.0
12709,2011-12-10,Champions,29390.11,32,0.0240035118987307,0,0.4,Standard monitoring,Normal low-cost engagement; no paid retention incentive,38851.33209999985,705.4658550900041,3333,1603,Priority 3 - Nurture,Low-cost relationship nurture for value protection,churn-logistic-1.0.0
12710,2011-12-10,At-risk established,1004.57,3,0.6930335472771171,1,0.4,Priority 3 - Nurture,Automated email nurture or product reminder,38851.33209999985,696.2007105881736,1286,1629,Priority 3 - Nurture,Low-cost relationship nurture for value protection,churn-logistic-1.0.0
12712,2011-12-10,Champions,6210.66,21,0.1490489253880451,0,0.4,Standard monitoring,Normal low-cost engagement; no paid retention incentive,38851.33209999985,925.6921989505162,3081,1165,Priority 3 - Nurture,Low-cost relationship nurture for value protection,churn-logistic-1.0.0
12713,2011-12-10,Exceptional high-value,794.55,1,0.7622272794999893,1,0.4,Priority 3 - Nurture,Automated email nurture or product reminder,38851.33209999985,605.6276849267164,1039,1846,Standard monitoring,Monitor customer value and churn risk; no paid intervention,churn-logistic-1.0.0
12714,2011-12-10,Champions,12815.71,12,0.1504634926535948,0,0.4,Standard monitoring,Normal low-cost engagement; no paid retention incentive,38851.33209999985,1928.2964874356012,3074,297,Priority 1 - Immediate,Account-manager outreach; prioritize the highest exposed customer value,churn-logistic-1.0.0
12715,2011-12-10,Lapsed low-value,273.86,1,0.8522115339017251,1,0.4,Priority 1 - Immediate,Personalized outreach for the highest-ranked 10%; use segment and value,38851.33209999985,233.38665067432646,328,2947,Standard monitoring,Monitor customer value and churn risk; no paid intervention,churn-logistic-1.0.0
12716,2011-12-10,Recent developing,963.49,2,0.6407666048694468,1,0.4,Priority 3 - Nurture,Automated email nurture or product reminder,38851.33209999985,617.3722161256633,1488,1811,Standard monitoring,Monitor customer value and churn risk; no paid intervention,churn-logistic-1.0.0
12717,2011-12-10,At-risk established,1058.91,3,0.874008224831464,1,0.4,Priority 1 - Immediate,Personalized outreach for the highest-ranked 10%; use segment and value,38851.33209999985,925.4960493562857,169,1166,Priority 3 - Nurture,Low-cost relationship nurture for value protection,churn-logistic-1.0.0
12718,2011-12-10,Lapsed low-value,202.25,1,0.8314458946596831,1,0.4,Priority 2 - Targeted,Targeted retention message for the next-ranked 10%,38851.33209999985,168.1599321949209,463,3105,Standard monitoring,Monitor customer value and churn risk; no paid intervention,churn-logistic-1.0.0
12719,2011-12-10,Recent developing,536.1,2,0.5972277766727644,1,0.4,Priority 3 - Nurture,Automated email nurture or product reminder,38851.33209999985,320.173811074269,1708,2658,Standard monitoring,Monitor customer value and churn risk; no paid intervention,churn-logistic-1.0.0
12720,2011-12-10,Champions,7112.72,29,0.0168544709667248,0,0.4,Standard monitoring,Normal low-cost engagement; no paid retention incentive,38851.33209999985,119.88113273444283,3361,3248,Standard monitoring,Monitor customer value and churn risk; no paid intervention,churn-logistic-1.0.0
12721,2011-12-10,Champions,3538.63,8,0.3963094834003597,0,0.4,Standard monitoring,Normal low-cost engagement; no paid retention incentive,38851.33209999985,1402.3926272450149,2429,587,Priority 2 - Targeted,Personalized retention offer for a high-value account,churn-logistic-1.0.0
12722,2011-12-10,At-risk established,920.23,4,0.5705869282024172,1,0.4,Standard monitoring,Normal low-cost engagement; no paid retention incentive,38851.33209999985,525.0712089397103,1833,2051,Standard monitoring,Monitor customer value and churn risk; no paid intervention,churn-logistic-1.0.0
12723,2011-12-10,Recent developing,707.07,5,0.5599212359732963,1,0.4,Standard monitoring,Normal low-cost engagement; no paid retention incentive,38851.33209999985,395.90350831963866,1870,2443,Standard monitoring,Monitor customer value and churn risk; no paid intervention,churn-logistic-1.0.0
12724,2011-12-10,Champions,2083.52,7,0.3801137520824686,0,0.4,Standard monitoring,Normal low-cost engagement; no paid retention incentive,38851.33209999985,791.974604738865,2489,1390,Priority 3 - Nurture,Low-cost relationship nurture for value protection,churn-logistic-1.0.0
12726,2011-12-10,Champions,3690.6,11,0.3718751930743904,0,0.4,Standard monitoring,Normal low-cost engagement; no paid retention incentive,38851.33209999985,1372.4425875603451,2506,620,Priority 2 - Targeted,Personalized retention offer for a high-value account,churn-logistic-1.0.0
12727,2011-12-10,Champions,4890.53,10,0.377657952852206,0,0.4,Standard monitoring,Normal low-cost engagement; no paid retention incentive,38851.33209999985,1846.947548162299,2495,328,Priority 1 - Immediate,Account-manager outreach; prioritize the highest exposed customer value,churn-logistic-1.0.0
12728,2011-12-10,At-risk established,926.17,5,0.6948400871020237,1,0.4,Priority 3 - Nurture,Automated email nurture or product reminder,38851.33209999985,643.5400434712813,1282,1752,Standard monitoring,Monitor customer value and churn risk; no paid intervention,churn-logistic-1.0.0
12729,2011-12-10,Lapsed low-value,417.01,1,0.85055758685554,1,0.4,Priority 1 - Immediate,Personalized outreach for the highest-ranked 10%; use segment and value,38851.33209999985,354.6910192946287,337,2556,Standard monitoring,Monitor customer value and churn risk; no paid intervention,churn-logistic-1.0.0
12731,2011-12-10,Champions,25540.21,17,0.0540562130029097,0,0.4,Standard monitoring,Normal low-cost engagement; no paid retention incentive,38851.33209999985,1380.6070318990444,3262,610,Priority 2 - Targeted,Personalized retention offer for a high-value account,churn-logistic-1.0.0
12732,2011-12-10,Lapsed low-value,218.26,1,0.8806517026160763,1,0.4,Priority 1 - Immediate,Personalized outreach for the highest-ranked 10%; use segment and value,38851.33209999985,192.2110406129848,133,3046,Standard monitoring,Monitor customer value and churn risk; no paid intervention,churn-logistic-1.0.0
12739,2011-12-10,At-risk established,2421.23,2,0.8420313528879236,1,0.4,Priority 2 - Targeted,Targeted retention message for the next-ranked 10%,38851.33209999985,2038.7515725528274,384,256,Priority 1 - Immediate,Account-manager outreach; prioritize the highest exposed customer value,churn-logistic-1.0.0
12740,2011-12-10,Recent developing,427.6,1,0.8201152587777636,1,0.4,Priority 2 - Targeted,Targeted retention message for the next-ranked 10%,38851.33209999985,350.68128465337173,562,2572,Standard monitoring,Monitor customer value and churn risk; no paid intervention,churn-logistic-1.0.0
12743,2011-12-10,Lapsed low-value,546.43,2,0.8502072098344394,1,0.4,Priority 1 - Immediate,Personalized outreach for the highest-ranked 10%; use segment and value,38851.33209999985,464.5787256698327,340,2227,Standard monitoring,Monitor customer value and churn risk; no paid intervention,churn-logistic-1.0.0
12744,2011-12-10,Champions,13158.16,8,0.3606283443803118,0,0.4,Standard monitoring,Normal low-cost engagement; no paid retention incentive,38851.33209999985,4745.205455891244,2542,28,Priority 1 - Immediate,Account-manager outreach; prioritize the highest exposed customer value,churn-logistic-1.0.0
12747,2011-12-10,Champions,9196.69,26,0.0889620698115494,0,0.4,Standard monitoring,Normal low-cost engagement; no paid retention incentive,38851.33209999985,818.1565778151784,3187,1345,Priority 3 - Nurture,Low-cost relationship nurture for value protection,churn-logistic-1.0.0
12748,2011-12-10,Exceptional high-value,49482.13,318,8.147113110700906e-13,0,0.4,Standard monitoring,Normal low-cost engagement; no paid retention incentive,38851.33209999985,3.165261971201037e-08,3462,3461,Standard monitoring,Monitor customer value and churn risk; no paid intervention,churn-logistic-1.0.0
12749,2011-12-10,Champions,6288.44,9,0.2314688186092922,0,0.4,Standard monitoring,Normal low-cost engagement; no paid retention incentive,38851.33209999985,1455.5777776954174,2866,549,Priority 2 - Targeted,Personalized retention offer for a high-value account,churn-logistic-1.0.0
12750,2011-12-10,Lapsed low-value,275.88,1,0.8611673062606758,1,0.4,Priority 1 - Immediate,Personalized outreach for the highest-ranked 10%; use segment and value,38851.33209999985,237.57883645119526,266,2936,Standard monitoring,Monitor customer value and churn risk; no paid intervention,churn-logistic-1.0.0
12752,2011-12-10,Exceptional high-value,4366.78,1,0.6994328097846952,1,0.4,Priority 3 - Nurture,Automated email nurture or product reminder,38851.33209999985,3054.2692051116114,1264,87,Priority 1 - Immediate,Account-manager outreach; prioritize the highest exposed customer value,churn-logistic-1.0.0
12753,2011-12-10,Champions,21022.58,6,0.2445941980071876,0,0.4,Standard monitoring,Normal low-cost engagement; no paid retention incentive,38851.33209999985,5142.001095141943,2835,23,Priority 1 - Immediate,Account-manager outreach; prioritize the highest exposed customer value,churn-logistic-1.0.0
12756,2011-12-10,Lapsed low-value,112.07999999999998,1,0.8431973443705094,1,0.4,Priority 2 - Targeted,Targeted retention message for the next-ranked 10%,38851.33209999985,94.50555835704668,379,3321,Standard monitoring,Monitor customer value and churn risk; no paid intervention,churn-logistic-1.0.0
12757,2011-12-10,Champions,4184.2,9,0.134642828351664,0,0.4,Standard monitoring,Normal low-cost engagement; no paid retention incentive,38851.33209999985,563.3725223890325,3106,1945,Standard monitoring,Monitor customer value and churn risk; no paid intervention,churn-logistic-1.0.0
12758,2011-12-10,At-risk established,9779.0,7,0.5560960122455066,1,0.4,Standard monitoring,Normal low-cost engagement; no paid retention incentive,38851.33209999985,5438.06290374881,1889,18,Priority 1 - Immediate,Account-manager outreach; prioritize the highest exposed customer value,churn-logistic-1.0.0
12759,2011-12-10,Champions,4618.74,8,0.3903238142074618,0,0.4,Standard monitoring,Normal low-cost engagement; no paid retention incentive,38851.33209999985,1802.804213632572,2446,344,Priority 1 - Immediate,Account-manager outreach; prioritize the highest exposed customer value,churn-logistic-1.0.0
12762,2011-12-10,Recent developing,1702.52,2,0.510104313747651,1,0.4,Standard monitoring,Normal low-cost engagement; no paid retention incentive,38851.33209999985,868.4627962416507,2048,1255,Priority 3 - Nurture,Low-cost relationship nurture for value protection,churn-logistic-1.0.0
12763,2011-12-10,At-risk established,814.16,2,0.8596181108063488,1,0.4,Priority 1 - Immediate,Personalized outreach for the highest-ranked 10%; use segment and value,38851.33209999985,699.8666810940969,285,1617,Priority 3 - Nurture,Low-cost relationship nurture for value protection,churn-logistic-1.0.0
12766,2011-12-10,Champions,9074.43,9,0.2282975651081482,0,0.4,Standard monitoring,Normal low-cost engagement; no paid retention incentive,38851.33209999985,2071.6702737443334,2875,246,Priority 1 - Immediate,Account-manager outreach; prioritize the highest exposed customer value,churn-logistic-1.0.0
12772,2011-12-10,Recent developing,752.47,1,0.7898069200107634,1,0.4,Priority 3 - Nurture,Automated email nurture or product reminder,38851.33209999985,594.3060131004992,870,1873,Standard monitoring,Monitor customer value and churn risk; no paid intervention,churn-logistic-1.0.0
12775,2011-12-10,Champions,1516.32,7,0.5875505724942762,1,0.4,Standard monitoring,Normal low-cost engagement; no paid retention incentive,38851.33209999985,890.9146840845209,1746,1223,Priority 3 - Nurture,Low-cost relationship nurture for value protection,churn-logistic-1.0.0
12778,2011-12-10,Champions,1541.68,9,0.4242509923818218,1,0.4,Standard monitoring,Normal low-cost engagement; no paid retention incentive,38851.33209999985,654.059269935207,2329,1729,Priority 3 - Nurture,Low-cost relationship nurture for value protection,churn-logistic-1.0.0
12779,2011-12-10,Champions,6389.96,14,0.3505606163160176,0,0.4,Standard monitoring,Normal low-cost engagement; no paid retention incentive,38851.33209999985,2240.0683158346997,2570,202,Priority 1 - Immediate,Account-manager outreach; prioritize the highest exposed customer value,churn-logistic-1.0.0
12781,2011-12-10,Recent developing,707.48,2,0.8120890654641584,1,0.4,Priority 2 - Targeted,Targeted retention message for the next-ranked 10%,38851.33209999985,574.5367720345828,628,1924,Standard monitoring,Monitor customer value and churn risk; no paid intervention,churn-logistic-1.0.0
12782,2011-12-10,Champions,3776.79,11,0.3675999584869796,0,0.4,Standard monitoring,Normal low-cost engagement; no paid retention incentive,38851.33209999985,1388.3478472140398,2517,602,Priority 2 - Targeted,Personalized retention offer for a high-value account,churn-logistic-1.0.0
12783,2011-12-10,Recent developing,1295.87,4,0.3846309346357652,0,0.4,Standard monitoring,Normal low-cost engagement; no paid retention incentive,38851.33209999985,498.431689266449,2474,2141,Standard monitoring,Monitor customer value and churn risk; no paid intervention,churn-logistic-1.0.0
12784,2011-12-10,Recent developing,1552.75,2,0.888130113223575,1,0.4,Priority 1 - Immediate,Personalized outreach for the highest-ranked 10%; use segment and value,38851.33209999985,1379.0440333079061,113,611,Priority 2 - Targeted,Personalized retention offer for a high-value account,churn-logistic-1.0.0
12787,2011-12-10,Recent developing,799.18,4,0.6017054395848004,1,0.4,Priority 3 - Nurture,Automated email nurture or product reminder,38851.33209999985,480.87095320738075,1690,2186,Standard monitoring,Monitor customer value and churn risk; no paid intervention,churn-logistic-1.0.0
12789,2011-12-10,Recent developing,225.35,3,0.8991495949001951,1,0.4,Priority 1 - Immediate,Personalized outreach for the highest-ranked 10%; use segment and value,38851.33209999985,202.62336121075896,95,3023,Standard monitoring,Monitor customer value and churn risk; no paid intervention,churn-logistic-1.0.0
12794,2011-12-10,Recent developing,860.41,2,0.6099409995269894,1,0.4,Priority 3 - Nurture,Automated email nurture or product reminder,38851.33209999985,524.7993354030169,1649,2053,Standard monitoring,Monitor customer value and churn risk; no paid intervention,churn-logistic-1.0.0
12795,2011-12-10,Recent developing,318.48,1,0.7941582217102418,1,0.4,Priority 3 - Nurture,Automated email nurture or product reminder,38851.33209999985,252.9235104502778,823,2887,Standard monitoring,Monitor customer value and churn risk; no paid intervention,churn-logistic-1.0.0
12798,2011-12-10,Champions,8510.93,4,0.3937845570915821,0,0.4,Standard monitoring,Normal low-cost engagement; no paid retention incentive,38851.33209999985,3351.472800487459,2439,63,Priority 1 - Immediate,Account-manager outreach; prioritize the highest exposed customer value,churn-logistic-1.0.0
12808,2011-12-10,Recent developing,850.1,5,0.6711898918489715,1,0.4,Priority 3 - Nurture,Automated email nurture or product reminder,38851.33209999985,570.5785270608106,1357,1932,Standard monitoring,Monitor customer value and churn risk; no paid intervention,churn-logistic-1.0.0
12809,2011-12-10,At-risk established,1349.64,3,0.9116640494113212,1,0.4,Priority 1 - Immediate,Personalized outreach for the highest-ranked 10%; use segment and value,38851.33209999985,1230.4182676474957,72,753,Priority 3 - Nurture,Low-cost relationship nurture for value protection,churn-logistic-1.0.0
12812,2011-12-10,Recent developing,229.64,1,0.809683798057469,1,0.4,Priority 2 - Targeted,Targeted retention message for the next-ranked 10%,38851.33209999985,185.93578738591717,652,3060,Standard monitoring,Monitor customer value and churn risk; no paid intervention,churn-logistic-1.0.0
12814,2011-12-10,Lapsed low-value,85.92,1,0.8578276861893184,1,0.4,Priority 1 - Immediate,Personalized outreach for the highest-ranked 10%; use segment and value,38851.33209999985,73.70455479738624,295,3368,Standard monitoring,Monitor customer value and churn risk; no paid intervention,churn-logistic-1.0.0
12815,2011-12-10,At-risk established,863.46,2,0.7588946315212987,1,0.4,Priority 3 - Nurture,Automated email nurture or product reminder,38851.33209999985,655.2751585333806,1052,1726,Priority 3 - Nurture,Low-cost relationship nurture for value protection,churn-logistic-1.0.0
12816,2011-12-10,Lapsed low-value,452.2000000000001,2,0.7388153331138224,1,0.4,Priority 3 - Nurture,Automated email nurture or product reminder,38851.33209999985,334.0922936340706,1114,2626,Standard monitoring,Monitor customer value and churn risk; no paid intervention,churn-logistic-1.0.0
12820,2011-12-10,Champions,2647.94,11,0.272987343358638,0,0.4,Standard monitoring,Normal low-cost engagement; no paid retention incentive,38851.33209999985,722.8541059730719,2768,1560,Priority 3 - Nurture,Low-cost relationship nurture for value protection,churn-logistic-1.0.0
