Customer ID,Segment,Recency,Frequency,Monetary,SnapshotDate
13548,At-risk established,96,3,908.99,2011-12-10 12:50:00
13549,Recent developing,26,8,1005.8,2011-12-10 12:50:00
13550,Lapsed low-value,383,1,349.51,2011-12-10 12:50:00
13551,Lapsed low-value,319,2,244.2,2011-12-10 12:50:00
13552,Champions,66,22,6637.2300000000005,2011-12-10 12:50:00
13553,Lapsed low-value,675,1,517.8,2011-12-10 12:50:00
13554,At-risk established,380,7,1556.39,2011-12-10 12:50:00
13555,Champions,74,13,8900.94,2011-12-10 12:50:00
13556,Lapsed low-value,429,2,200.82,2011-12-10 12:50:00
13557,Champions,28,13,2994.93,2011-12-10 12:50:00
13558,Recent developing,6,4,605.06,2011-12-10 12:50:00
13559,At-risk established,513,2,990.0,2011-12-10 12:50:00
13560,Recent developing,7,1,174.37,2011-12-10 12:50:00
13561,At-risk established,216,11,1820.72,2011-12-10 12:50:00
13562,At-risk established,82,8,4838.18,2011-12-10 12:50:00
13563,Recent developing,84,2,777.53,2011-12-10 12:50:00
13565,Recent developing,19,3,414.8,2011-12-10 12:50:00
13566,At-risk established,41,5,1704.27,2011-12-10 12:50:00
13567,At-risk established,428,4,1078.59,2011-12-10 12:50:00
13568,Lapsed low-value,173,1,192.85,2011-12-10 12:50:00
13569,Recent developing,17,4,892.28,2011-12-10 12:50:00
13570,Lapsed low-value,243,1,239.49,2011-12-10 12:50:00
13571,Champions,13,26,4546.54,2011-12-10 12:50:00
13572,At-risk established,206,1,1384.25,2011-12-10 12:50:00
13573,At-risk established,50,6,915.02,2011-12-10 12:50:00
13574,Lapsed low-value,411,1,421.25,2011-12-10 12:50:00
13575,Recent developing,23,5,732.0699999999999,2011-12-10 12:50:00
13576,Champions,10,28,11516.57,2011-12-10 12:50:00
13577,Champions,25,10,3361.42,2011-12-10 12:50:00
13578,Lapsed low-value,409,1,147.66,2011-12-10 12:50:00
13579,Recent developing,15,5,1535.84,2011-12-10 12:50:00
13580,Lapsed low-value,406,1,107.75,2011-12-10 12:50:00
13581,Lapsed low-value,309,2,280.53000000000003,2011-12-10 12:50:00
13582,Lapsed low-value,390,2,241.68,2011-12-10 12:50:00
13583,At-risk established,156,2,1445.031,2011-12-10 12:50:00
13584,Lapsed low-value,307,2,347.15,2011-12-10 12:50:00
13585,At-risk established,531,3,674.46,2011-12-10 12:50:00
13586,Lapsed low-value,541,1,131.53,2011-12-10 12:50:00
13587,At-risk established,64,4,1315.7,2011-12-10 12:50:00
13588,Champions,16,9,2449.92,2011-12-10 12:50:00
13589,Recent developing,15,6,1120.74,2011-12-10 12:50:00
13590,Champions,11,18,6304.24,2011-12-10 12:50:00
13591,At-risk established,65,7,2081.19,2011-12-10 12:50:00
13592,Recent developing,36,4,247.95999999999998,2011-12-10 12:50:00
13593,Champions,108,14,5475.21,2011-12-10 12:50:00
13594,Recent developing,53,2,533.32,2011-12-10 12:50:00
13595,At-risk established,517,3,818.22,2011-12-10 12:50:00
13596,Recent developing,6,2,697.04,2011-12-10 12:50:00
13597,Lapsed low-value,400,2,377.21,2011-12-10 12:50:00
13598,Recent developing,47,5,776.84,2011-12-10 12:50:00
13599,Champions,1,33,9780.74,2011-12-10 12:50:00
13600,Lapsed low-value,312,2,518.42,2011-12-10 12:50:00
13601,Recent developing,45,4,1185.14,2011-12-10 12:50:00
13602,At-risk established,65,4,1025.17,2011-12-10 12:50:00
13603,Recent developing,26,1,164.34,2011-12-10 12:50:00
13604,Lapsed low-value,659,1,713.39,2011-12-10 12:50:00
13605,Lapsed low-value,387,2,522.67,2011-12-10 12:50:00
13606,Recent developing,29,3,280.53999999999996,2011-12-10 12:50:00
13607,Recent developing,40,2,1060.6100000000001,2011-12-10 12:50:00
13608,Lapsed low-value,541,1,236.2,2011-12-10 12:50:00
13609,Lapsed low-value,593,1,167.35,2011-12-10 12:50:00
13610,Champions,12,14,2142.88,2011-12-10 12:50:00
13611,At-risk established,89,10,3281.03,2011-12-10 12:50:00
13612,Lapsed low-value,633,1,798.04,2011-12-10 12:50:00
13613,At-risk established,453,5,1039.8500000000001,2011-12-10 12:50:00
13614,Champions,24,6,2359.19,2011-12-10 12:50:00
13615,At-risk established,319,8,6212.2300000000005,2011-12-10 12:50:00
13616,Lapsed low-value,568,2,288.1,2011-12-10 12:50:00
13617,At-risk established,40,8,1263.8,2011-12-10 12:50:00
13618,Lapsed low-value,174,1,177.34,2011-12-10 12:50:00
13619,Lapsed low-value,545,2,230.19,2011-12-10 12:50:00
13620,Lapsed low-value,528,1,112.34,2011-12-10 12:50:00
13621,Lapsed low-value,117,1,213.85,2011-12-10 12:50:00
13622,Lapsed low-value,696,1,651.45,2011-12-10 12:50:00
13623,Champions,31,10,2515.81,2011-12-10 12:50:00
13624,Lapsed low-value,388,1,427.18,2011-12-10 12:50:00
13625,Lapsed low-value,597,1,301.26,2011-12-10 12:50:00
13626,Lapsed low-value,253,2,689.49,2011-12-10 12:50:00
13627,At-risk established,59,7,2217.55,2011-12-10 12:50:00
13628,Lapsed low-value,676,1,310.14,2011-12-10 12:50:00
13629,Champions,23,19,13370.86,2011-12-10 12:50:00
13630,Champions,5,7,1995.68,2011-12-10 12:50:00
13631,At-risk established,100,11,3021.77,2011-12-10 12:50:00
13632,Champions,25,8,3634.7000000000003,2011-12-10 12:50:00
13634,Champions,33,15,4473.86,2011-12-10 12:50:00
13635,At-risk established,68,4,2959.32,2011-12-10 12:50:00
13636,Recent developing,37,5,941.62,2011-12-10 12:50:00
13637,Recent developing,52,3,809.25,2011-12-10 12:50:00
13638,Recent developing,16,1,122.64,2011-12-10 12:50:00
13639,At-risk established,74,2,1346.27,2011-12-10 12:50:00
13640,Lapsed low-value,611,1,405.0,2011-12-10 12:50:00
13641,At-risk established,641,4,901.27,2011-12-10 12:50:00
13642,At-risk established,216,4,501.97,2011-12-10 12:50:00
13643,Champions,31,10,2122.07,2011-12-10 12:50:00
13644,Recent developing,16,4,2597.52,2011-12-10 12:50:00
13645,Lapsed low-value,120,1,252.1,2011-12-10 12:50:00
13646,Lapsed low-value,400,2,326.25,2011-12-10 12:50:00
13647,Champions,10,8,3063.78,2011-12-10 12:50:00
13648,At-risk established,400,7,1681.1200000000001,2011-12-10 12:50:00
13649,At-risk established,257,6,1678.88,2011-12-10 12:50:00
13650,Champions,17,10,3156.15,2011-12-10 12:50:00
13651,Recent developing,40,2,193.95,2011-12-10 12:50:00
13652,At-risk established,46,5,2570.85,2011-12-10 12:50:00
13653,Lapsed low-value,488,1,152.2,2011-12-10 12:50:00
13654,Champions,43,11,6308.0,2011-12-10 12:50:00
13655,At-risk established,114,6,2261.66,2011-12-10 12:50:00
13656,At-risk established,165,4,1061.85,2011-12-10 12:50:00
13657,Recent developing,11,2,382.14,2011-12-10 12:50:00
13658,Champions,10,9,5772.07,2011-12-10 12:50:00
13659,At-risk established,206,12,4759.93,2011-12-10 12:50:00
13660,Lapsed low-value,400,1,303.69,2011-12-10 12:50:00
13661,Lapsed low-value,603,1,325.24,2011-12-10 12:50:00
13662,At-risk established,86,11,2182.56,2011-12-10 12:50:00
13663,At-risk established,179,5,2013.6100000000001,2011-12-10 12:50:00
13665,At-risk established,386,3,1711.6599999999999,2011-12-10 12:50:00
13667,Lapsed low-value,149,1,305.02,2011-12-10 12:50:00
13668,Champions,3,35,12754.28,2011-12-10 12:50:00
13669,Recent developing,51,3,413.55,2011-12-10 12:50:00
13670,Lapsed low-value,75,1,349.7,2011-12-10 12:50:00
13671,Lapsed low-value,395,1,194.95,2011-12-10 12:50:00
13672,Lapsed low-value,301,2,295.66,2011-12-10 12:50:00
13673,Recent developing,19,2,396.92,2011-12-10 12:50:00
13674,Lapsed low-value,433,1,215.88,2011-12-10 12:50:00
13675,Lapsed low-value,151,2,486.82000000000005,2011-12-10 12:50:00
13676,Lapsed low-value,539,2,153.15,2011-12-10 12:50:00
13677,Lapsed low-value,405,2,556.1899999999999,2011-12-10 12:50:00
13678,Lapsed low-value,152,1,232.6,2011-12-10 12:50:00
13679,Lapsed low-value,494,3,281.26,2011-12-10 12:50:00
13680,Champions,1,12,9911.36,2011-12-10 12:50:00
13681,Recent developing,18,4,827.83,2011-12-10 12:50:00
13682,Lapsed low-value,187,1,59.5,2011-12-10 12:50:00
13683,Lapsed low-value,458,1,258.6,2011-12-10 12:50:00
13684,At-risk established,286,4,549.13,2011-12-10 12:50:00
13685,Champions,3,7,3119.44,2011-12-10 12:50:00
13686,Lapsed low-value,183,3,409.04,2011-12-10 12:50:00
13688,Lapsed low-value,635,1,375.5,2011-12-10 12:50:00
13689,Recent developing,63,2,1259.5,2011-12-10 12:50:00
13690,Lapsed low-value,59,1,172.25,2011-12-10 12:50:00
13691,Lapsed low-value,396,1,210.78,2011-12-10 12:50:00
13692,Champions,25,5,3022.9500000000003,2011-12-10 12:50:00
13693,At-risk established,374,9,1979.82,2011-12-10 12:50:00
13695,Champions,31,16,2770.73,2011-12-10 12:50:00
13696,At-risk established,422,3,2020.4,2011-12-10 12:50:00
13697,Recent developing,39,1,151.29999999999998,2011-12-10 12:50:00
13698,Lapsed low-value,597,2,465.53000000000003,2011-12-10 12:50:00
13699,At-risk established,155,2,711.4,2011-12-10 12:50:00
13700,Champions,26,13,2613.46,2011-12-10 12:50:00
13701,Lapsed low-value,447,1,159.55,2011-12-10 12:50:00
13702,Lapsed low-value,446,1,135.18,2011-12-10 12:50:00
13703,Lapsed low-value,318,1,99.5,2011-12-10 12:50:00
13704,Champions,5,9,2295.31,2011-12-10 12:50:00
13705,Champions,8,7,2035.33,2011-12-10 12:50:00
13706,Lapsed low-value,303,2,631.17,2011-12-10 12:50:00
13707,At-risk established,267,5,3365.86,2011-12-10 12:50:00
13708,Lapsed low-value,271,1,294.88,2011-12-10 12:50:00
13709,Champions,4,18,7512.81,2011-12-10 12:50:00
13710,Recent developing,32,3,509.52,2011-12-10 12:50:00
13711,At-risk established,219,9,1689.81,2011-12-10 12:50:00
13712,Lapsed low-value,247,2,766.42,2011-12-10 12:50:00
13713,At-risk established,408,3,743.26,2011-12-10 12:50:00
13714,Lapsed low-value,465,1,161.35,2011-12-10 12:50:00
13715,Champions,281,17,8438.34,2011-12-10 12:50:00
13716,Lapsed low-value,269,1,138.28,2011-12-10 12:50:00
13717,Champions,32,8,1748.05,2011-12-10 12:50:00
13718,Lapsed low-value,246,2,306.55,2011-12-10 12:50:00
13719,Champions,15,11,2814.27,2011-12-10 12:50:00
13720,At-risk established,117,4,799.9,2011-12-10 12:50:00
13721,Recent developing,36,2,741.54,2011-12-10 12:50:00
13722,At-risk established,132,10,5629.16,2011-12-10 12:50:00
13723,At-risk established,217,6,1209.2,2011-12-10 12:50:00
13724,Lapsed low-value,637,1,213.01,2011-12-10 12:50:00
13725,At-risk established,50,8,1882.36,2011-12-10 12:50:00
13726,Recent developing,39,2,1079.6599999999999,2011-12-10 12:50:00
13727,Recent developing,29,8,1067.3,2011-12-10 12:50:00
13728,Champions,37,16,2855.17,2011-12-10 12:50:00
13729,At-risk established,436,3,681.53,2011-12-10 12:50:00
13730,At-risk established,136,2,752.6,2011-12-10 12:50:00
13731,Lapsed low-value,219,2,610.59,2011-12-10 12:50:00
13732,Recent developing,28,1,491.86,2011-12-10 12:50:00
13733,Lapsed low-value,411,2,487.03000000000003,2011-12-10 12:50:00
13734,At-risk established,509,2,3451.2900000000004,2011-12-10 12:50:00
13735,Champions,25,13,9470.13,2011-12-10 12:50:00
13736,Champions,5,7,2721.71,2011-12-10 12:50:00
13737,Lapsed low-value,200,1,339.59999999999997,2011-12-10 12:50:00
13738,Lapsed low-value,396,1,440.93,2011-12-10 12:50:00
13739,Recent developing,18,2,292.2,2011-12-10 12:50:00
13740,At-risk established,241,5,1597.77,2011-12-10 12:50:00
13741,Recent developing,72,3,666.33,2011-12-10 12:50:00
13742,Champions,17,12,3102.42,2011-12-10 12:50:00
13743,Champions,3,7,1340.35,2011-12-10 12:50:00
13744,At-risk established,95,2,1156.36,2011-12-10 12:50:00
13745,At-risk established,162,2,761.27,2011-12-10 12:50:00
13746,Lapsed low-value,414,1,176.69,2011-12-10 12:50:00
13747,Lapsed low-value,374,2,249.39999999999998,2011-12-10 12:50:00
13748,At-risk established,96,9,2268.35,2011-12-10 12:50:00
13750,Champions,54,11,3561.08,2011-12-10 12:50:00
13751,Lapsed low-value,288,1,296.25,2011-12-10 12:50:00
13752,At-risk established,124,7,1590.73,2011-12-10 12:50:00
13753,At-risk established,288,4,2094.57,2011-12-10 12:50:00
13754,Lapsed low-value,152,3,447.05,2011-12-10 12:50:00
13755,Champions,4,9,2154.68,2011-12-10 12:50:00
13756,Champions,2,23,9143.2,2011-12-10 12:50:00
13757,Lapsed low-value,675,1,195.55,2011-12-10 12:50:00
13758,Champions,12,14,9273.64,2011-12-10 12:50:00
13759,Recent developing,33,2,659.4100000000001,2011-12-10 12:50:00
13760,At-risk established,54,5,1358.6399999999999,2011-12-10 12:50:00
13761,At-risk established,50,6,1952.17,2011-12-10 12:50:00
13762,At-risk established,219,5,2174.88,2011-12-10 12:50:00
13763,At-risk established,63,3,5183.4400000000005,2011-12-10 12:50:00
13764,At-risk established,71,6,2942.31,2011-12-10 12:50:00
13765,Lapsed low-value,653,1,352.821,2011-12-10 12:50:00
13766,Lapsed low-value,495,1,190.35,2011-12-10 12:50:00
13767,Champions,2,73,35131.28,2011-12-10 12:50:00
13768,Lapsed low-value,727,2,875.97,2011-12-10 12:50:00
13769,Champions,2,20,5766.63,2011-12-10 12:50:00
13770,At-risk established,422,4,785.37,2011-12-10 12:50:00
13771,Champions,64,9,5726.07,2011-12-10 12:50:00
13772,Champions,34,8,3094.72,2011-12-10 12:50:00
13773,Lapsed low-value,397,2,301.54,2011-12-10 12:50:00
13774,Lapsed low-value,82,1,345.0,2011-12-10 12:50:00
13775,Lapsed low-value,591,1,1049.66,2011-12-10 12:50:00
13777,Champions,1,61,56139.8,2011-12-10 12:50:00
13778,At-risk established,103,4,1124.49,2011-12-10 12:50:00
13779,Lapsed low-value,516,1,161.13,2011-12-10 12:50:00
13780,Recent developing,7,3,735.82,2011-12-10 12:50:00
13781,At-risk established,251,3,770.88,2011-12-10 12:50:00
13782,Champions,13,13,1785.77,2011-12-10 12:50:00
13783,At-risk established,488,4,1542.09,2011-12-10 12:50:00
13784,Champions,10,14,2898.97,2011-12-10 12:50:00
13785,At-risk established,429,4,542.49,2011-12-10 12:50:00
13786,At-risk established,367,6,3343.94,2011-12-10 12:50:00
13787,At-risk established,76,6,1174.06,2011-12-10 12:50:00
13789,Lapsed low-value,388,1,239.45999999999998,2011-12-10 12:50:00
13790,Recent developing,4,1,348.8,2011-12-10 12:50:00
13791,At-risk established,128,2,1047.68,2011-12-10 12:50:00
13792,Recent developing,66,3,383.95,2011-12-10 12:50:00
13793,Lapsed low-value,647,1,96.0,2011-12-10 12:50:00
13794,Lapsed low-value,547,1,126.03,2011-12-10 12:50:00
13795,At-risk established,388,4,836.3,2011-12-10 12:50:00
13796,Lapsed low-value,499,1,289.7,2011-12-10 12:50:00
13797,At-risk established,437,3,1168.45,2011-12-10 12:50:00
13799,At-risk established,117,9,2224.8,2011-12-10 12:50:00
13800,At-risk established,310,3,1679.56,2011-12-10 12:50:00
13801,Lapsed low-value,67,1,324.8,2011-12-10 12:50:00
13802,Champions,139,19,25511.78,2011-12-10 12:50:00
13803,At-risk established,255,3,1319.1100000000001,2011-12-10 12:50:00
13804,Champions,31,9,3208.52,2011-12-10 12:50:00
13805,Recent developing,52,2,924.6,2011-12-10 12:50:00
13806,Lapsed low-value,64,1,256.38,2011-12-10 12:50:00
13807,Lapsed low-value,367,3,534.8,2011-12-10 12:50:00
13808,Recent developing,6,5,1747.66,2011-12-10 12:50:00
13809,At-risk established,305,3,679.7,2011-12-10 12:50:00
13810,Recent developing,29,2,827.51,2011-12-10 12:50:00
13811,Lapsed low-value,184,2,519.75,2011-12-10 12:50:00
13812,Recent developing,42,3,485.0,2011-12-10 12:50:00
13813,Champions,40,8,2308.42,2011-12-10 12:50:00
13814,At-risk established,92,3,2239.07,2011-12-10 12:50:00
13815,Champions,22,8,6547.79,2011-12-10 12:50:00
13816,Recent developing,24,2,485.95,2011-12-10 12:50:00
13817,Recent developing,29,2,328.98,2011-12-10 12:50:00
13818,Lapsed low-value,430,1,61.28,2011-12-10 12:50:00
13819,At-risk established,302,6,2631.1,2011-12-10 12:50:00
13820,At-risk established,418,3,653.9,2011-12-10 12:50:00
13821,At-risk established,145,6,1387.03,2011-12-10 12:50:00
13822,Recent developing,6,2,632.0,2011-12-10 12:50:00
13823,Champions,19,7,3358.55,2011-12-10 12:50:00
13824,Champions,33,12,3273.36,2011-12-10 12:50:00
13825,Lapsed low-value,622,2,255.59,2011-12-10 12:50:00
13826,Lapsed low-value,176,1,179.55,2011-12-10 12:50:00
13827,Recent developing,58,3,412.05,2011-12-10 12:50:00
13828,Recent developing,22,1,209.49,2011-12-10 12:50:00
13830,Lapsed low-value,582,1,135.95000000000002,2011-12-10 12:50:00
13831,Champions,16,18,7012.08,2011-12-10 12:50:00
13832,Recent developing,19,2,602.4399999999999,2011-12-10 12:50:00
13833,At-risk established,159,2,701.36,2011-12-10 12:50:00
13834,Lapsed low-value,577,2,324.19,2011-12-10 12:50:00
13835,Recent developing,25,7,1058.32,2011-12-10 12:50:00
13836,Lapsed low-value,399,2,602.52,2011-12-10 12:50:00
13837,Lapsed low-value,212,2,271.24,2011-12-10 12:50:00
13838,Champions,6,10,1966.09,2011-12-10 12:50:00
13839,Lapsed low-value,486,1,139.95000000000002,2011-12-10 12:50:00
13840,Lapsed low-value,416,1,651.4,2011-12-10 12:50:00
13841,Lapsed low-value,253,1,85.0,2011-12-10 12:50:00
13842,Champions,59,18,5603.26,2011-12-10 12:50:00
13843,Lapsed low-value,381,1,319.75,2011-12-10 12:50:00
13844,Recent developing,11,1,361.62,2011-12-10 12:50:00
13845,Lapsed low-value,65,1,312.98,2011-12-10 12:50:00
13846,Recent developing,25,4,1290.34,2011-12-10 12:50:00
13847,Lapsed low-value,720,1,310.72,2011-12-10 12:50:00
13848,At-risk established,92,8,3335.0,2011-12-10 12:50:00
13849,At-risk established,52,5,3443.8,2011-12-10 12:50:00
13850,At-risk established,129,1,1586.81,2011-12-10 12:50:00
13851,At-risk established,96,8,4516.76,2011-12-10 12:50:00
13852,Lapsed low-value,611,1,170.45000000000002,2011-12-10 12:50:00
13853,Recent developing,57,1,1056.94,2011-12-10 12:50:00
13854,Champions,9,39,12157.16,2011-12-10 12:50:00
13855,At-risk established,501,4,1257.69,2011-12-10 12:50:00
13856,At-risk established,169,11,1070.83,2011-12-10 12:50:00
13857,At-risk established,393,6,997.01,2011-12-10 12:50:00
13858,Lapsed low-value,57,1,216.17,2011-12-10 12:50:00
13859,Lapsed low-value,326,2,515.86,2011-12-10 12:50:00
13860,Recent developing,1,5,1240.0,2011-12-10 12:50:00
13861,Lapsed low-value,429,2,251.31,2011-12-10 12:50:00
13862,Champions,18,9,2534.04,2011-12-10 12:50:00
13863,At-risk established,248,4,1217.63,2011-12-10 12:50:00
13864,Lapsed low-value,387,1,662.4000000000001,2011-12-10 12:50:00
13865,Recent developing,58,4,501.56,2011-12-10 12:50:00
13866,Lapsed low-value,74,1,145.67000000000002,2011-12-10 12:50:00
13867,Recent developing,31,3,1015.29,2011-12-10 12:50:00
13868,Recent developing,7,2,3192.54,2011-12-10 12:50:00
13869,Champions,123,10,8111.57,2011-12-10 12:50:00
13870,Champions,2,15,5689.84,2011-12-10 12:50:00
13871,Champions,23,17,7805.35,2011-12-10 12:50:00
13872,At-risk established,527,3,908.27,2011-12-10 12:50:00
13873,At-risk established,120,8,1031.02,2011-12-10 12:50:00
13874,At-risk established,358,7,2018.7,2011-12-10 12:50:00
13875,Champions,54,14,4814.37,2011-12-10 12:50:00
13876,Lapsed low-value,64,1,122.7,2011-12-10 12:50:00
13877,Recent developing,86,3,446.33,2011-12-10 12:50:00
13878,At-risk established,55,4,2473.06,2011-12-10 12:50:00
13879,Lapsed low-value,646,1,395.5,2011-12-10 12:50:00
13880,Champions,21,17,4391.66,2011-12-10 12:50:00
13881,Champions,4,42,44392.5,2011-12-10 12:50:00
13882,Recent developing,3,5,1131.28,2011-12-10 12:50:00
13883,Champions,11,14,6336.59,2011-12-10 12:50:00
13884,Champions,7,10,1852.38,2011-12-10 12:50:00
13885,Lapsed low-value,189,2,506.8,2011-12-10 12:50:00
13886,Lapsed low-value,71,1,243.56,2011-12-10 12:50:00
13887,Lapsed low-value,204,1,349.55,2011-12-10 12:50:00
13888,At-risk established,120,7,2169.05,2011-12-10 12:50:00
13889,At-risk established,93,6,1902.98,2011-12-10 12:50:00
13890,Champions,1,14,2869.38,2011-12-10 12:50:00
13891,At-risk established,378,3,863.5600000000001,2011-12-10 12:50:00
13892,Recent developing,27,6,1267.6499999999999,2011-12-10 12:50:00
13893,Lapsed low-value,298,1,821.1,2011-12-10 12:50:00
13894,Recent developing,24,3,535.97,2011-12-10 12:50:00
13895,Champions,28,6,3923.62,2011-12-10 12:50:00
13896,Lapsed low-value,626,1,388.55,2011-12-10 12:50:00
13897,Recent developing,50,3,1160.72,2011-12-10 12:50:00
13898,Lapsed low-value,326,2,686.4,2011-12-10 12:50:00
13899,Recent developing,16,2,388.52,2011-12-10 12:50:00
13900,At-risk established,183,6,1608.09,2011-12-10 12:50:00
13901,Champions,72,15,5599.34,2011-12-10 12:50:00
13903,Lapsed low-value,400,1,165.45000000000002,2011-12-10 12:50:00
13904,Recent developing,37,2,332.64,2011-12-10 12:50:00
13905,Lapsed low-value,733,1,249.65,2011-12-10 12:50:00
13906,Lapsed low-value,409,1,42.0,2011-12-10 12:50:00
13907,Lapsed low-value,692,1,136.8,2011-12-10 12:50:00
13908,At-risk established,80,4,2297.05,2011-12-10 12:50:00
13909,Lapsed low-value,423,2,286.6,2011-12-10 12:50:00
13911,Champions,57,20,4200.04,2011-12-10 12:50:00
13912,Lapsed low-value,424,1,124.95,2011-12-10 12:50:00
13913,Lapsed low-value,507,1,42.22,2011-12-10 12:50:00
13914,Recent developing,12,2,613.95,2011-12-10 12:50:00
13915,Lapsed low-value,394,1,70.80000000000001,2011-12-10 12:50:00
13916,At-risk established,464,4,1275.81,2011-12-10 12:50:00
13917,Recent developing,50,2,272.04,2011-12-10 12:50:00
13918,Recent developing,50,2,1212.8400000000001,2011-12-10 12:50:00
13919,At-risk established,59,4,1218.03,2011-12-10 12:50:00
13920,At-risk established,432,4,1734.88,2011-12-10 12:50:00
13921,At-risk established,402,4,720.75,2011-12-10 12:50:00
13922,At-risk established,352,3,827.65,2011-12-10 12:50:00
13923,Recent developing,54,1,351.13,2011-12-10 12:50:00
13924,Champions,2,6,1682.93,2011-12-10 12:50:00
13925,At-risk established,93,4,616.65,2011-12-10 12:50:00
13926,Recent developing,23,1,223.85000000000002,2011-12-10 12:50:00
13927,Recent developing,75,2,689.96,2011-12-10 12:50:00
13928,Recent developing,11,4,464.57,2011-12-10 12:50:00
13929,At-risk established,169,11,3334.9,2011-12-10 12:50:00
13930,Recent developing,58,2,337.34,2011-12-10 12:50:00
13931,Champions,96,11,5250.78,2011-12-10 12:50:00
13932,Lapsed low-value,295,1,307.4,2011-12-10 12:50:00
13933,Lapsed low-value,109,2,608.7900000000001,2011-12-10 12:50:00
13934,Lapsed low-value,264,1,922.1,2011-12-10 12:50:00
13935,At-risk established,597,3,6116.92,2011-12-10 12:50:00
13936,At-risk established,180,3,924.36,2011-12-10 12:50:00
13937,At-risk established,169,2,867.38,2011-12-10 12:50:00
13938,Lapsed low-value,35,1,71.66,2011-12-10 12:50:00
13939,Champions,23,7,1535.26,2011-12-10 12:50:00
13940,Recent developing,17,4,839.14,2011-12-10 12:50:00
13941,Champions,22,15,10846.15,2011-12-10 12:50:00
13942,Lapsed low-value,535,1,320.0,2011-12-10 12:50:00
13943,Lapsed low-value,578,1,246.54,2011-12-10 12:50:00
13944,Lapsed low-value,653,1,200.43,2011-12-10 12:50:00
13945,Lapsed low-value,395,2,854.15,2011-12-10 12:50:00
13946,At-risk established,79,6,1745.43,2011-12-10 12:50:00
13947,Lapsed low-value,65,1,90.6,2011-12-10 12:50:00
13948,At-risk established,361,4,536.86,2011-12-10 12:50:00
13949,Champions,3,6,2427.32,2011-12-10 12:50:00
13950,Recent developing,11,4,728.56,2011-12-10 12:50:00
13951,At-risk established,176,3,674.45,2011-12-10 12:50:00
13952,Champions,218,14,12790.891,2011-12-10 12:50:00
13953,Champions,7,12,6640.68,2011-12-10 12:50:00
13954,Recent developing,2,2,378.59,2011-12-10 12:50:00
13955,At-risk established,154,3,545.17,2011-12-10 12:50:00
13956,Recent developing,5,5,1026.42,2011-12-10 12:50:00
13957,Lapsed low-value,418,3,458.25,2011-12-10 12:50:00
13958,At-risk established,380,8,4505.9800000000005,2011-12-10 12:50:00
13959,At-risk established,79,6,1076.18,2011-12-10 12:50:00
13960,Recent developing,21,2,230.22,2011-12-10 12:50:00
13961,Lapsed low-value,392,1,498.7,2011-12-10 12:50:00
13962,Recent developing,22,3,362.8,2011-12-10 12:50:00
13963,At-risk established,308,17,2899.62,2011-12-10 12:50:00
13964,Lapsed low-value,387,2,421.9,2011-12-10 12:50:00
13965,At-risk established,477,3,777.66,2011-12-10 12:50:00
13966,Lapsed low-value,435,1,390.86,2011-12-10 12:50:00
13967,Lapsed low-value,146,2,166.3,2011-12-10 12:50:00
13968,Lapsed low-value,423,1,123.66,2011-12-10 12:50:00
13969,Champions,7,35,13283.17,2011-12-10 12:50:00
13970,Lapsed low-value,386,2,846.55,2011-12-10 12:50:00
13971,Champions,19,14,4593.83,2011-12-10 12:50:00
13972,Lapsed low-value,71,2,190.25,2011-12-10 12:50:00
13973,Lapsed low-value,287,1,264.7,2011-12-10 12:50:00
13974,Recent developing,49,2,663.52,2011-12-10 12:50:00
13975,Champions,31,12,5335.79,2011-12-10 12:50:00
13976,At-risk established,207,4,1192.36,2011-12-10 12:50:00
13977,Lapsed low-value,411,1,519.8100000000001,2011-12-10 12:50:00
13978,Recent developing,15,2,196.79000000000002,2011-12-10 12:50:00
13979,At-risk established,73,7,3374.53,2011-12-10 12:50:00
13980,At-risk established,60,5,763.87,2011-12-10 12:50:00
13981,Lapsed low-value,416,1,327.39,2011-12-10 12:50:00
13982,Champions,39,9,4419.39,2011-12-10 12:50:00
13983,Champions,30,21,7023.98,2011-12-10 12:50:00
13984,Champions,27,12,1614.22,2011-12-10 12:50:00
13985,Champions,4,22,9982.31,2011-12-10 12:50:00
13986,Recent developing,17,1,320.46,2011-12-10 12:50:00
13987,Lapsed low-value,380,2,682.54,2011-12-10 12:50:00
13988,Champions,20,8,4708.64,2011-12-10 12:50:00
13989,At-risk established,66,5,2026.06,2011-12-10 12:50:00
13990,Lapsed low-value,213,1,311.3,2011-12-10 12:50:00
13991,Recent developing,12,6,849.63,2011-12-10 12:50:00
13992,Recent developing,30,3,219.5,2011-12-10 12:50:00
13993,Champions,43,19,6690.36,2011-12-10 12:50:00
13994,Champions,4,6,2313.14,2011-12-10 12:50:00
13995,Champions,15,14,3836.26,2011-12-10 12:50:00
13996,Lapsed low-value,386,2,845.76,2011-12-10 12:50:00
13997,Lapsed low-value,519,3,382.31,2011-12-10 12:50:00
13998,Lapsed low-value,447,3,566.7,2011-12-10 12:50:00
13999,Champions,10,29,9441.26,2011-12-10 12:50:00
14000,At-risk established,211,5,1877.5900000000001,2011-12-10 12:50:00
14001,Champions,46,9,4530.09,2011-12-10 12:50:00
14002,Lapsed low-value,134,2,529.73,2011-12-10 12:50:00
14003,Lapsed low-value,733,1,209.41,2011-12-10 12:50:00
14004,Champions,43,11,6258.45,2011-12-10 12:50:00
