Customer ID,HistoryPurchaseDays,HistoryInvoices,HistoryMonetary,FirstPurchaseInWindow,LastPurchaseBeforeSnapshot,SnapshotDate,ObservationStart,RecencyAtSnapshot,ObservedTenureInWindow,CustomerStageAtSnapshot,NextPurchaseDate,DaysToNextPurchase,HorizonDays,LabelEndDate,ReturnedWithinHorizon,Churn
13541,1,1,310.35,2010-05-18,2010-05-18,2010-09-01,2010-03-05,106,0,One purchase day,2010-10-08,37.0,90,2010-11-30,1,0
13542,9,9,2150.41,2010-03-19,2010-08-19,2010-09-01,2010-03-05,13,153,Repeat purchase days,2010-09-19,18.0,90,2010-11-30,1,0
13543,1,1,851.16,2010-03-15,2010-03-15,2010-09-01,2010-03-05,170,0,One purchase day,,,90,2010-11-30,0,1
13544,2,3,348.44,2010-03-05,2010-06-01,2010-09-01,2010-03-05,92,88,Repeat purchase days,2010-10-24,53.0,90,2010-11-30,1,0
13545,1,1,124.14,2010-06-13,2010-06-13,2010-09-01,2010-03-05,80,0,One purchase day,2010-11-14,74.0,90,2010-11-30,1,0
13548,1,1,226.57999999999998,2010-08-25,2010-08-25,2010-09-01,2010-03-05,7,0,One purchase day,2011-04-10,221.0,90,2010-11-30,0,1
13552,3,4,1448.04,2010-04-09,2010-07-28,2010-09-01,2010-03-05,35,110,Repeat purchase days,2010-09-17,16.0,90,2010-11-30,1,0
13555,3,4,1415.1100000000001,2010-03-21,2010-06-15,2010-09-01,2010-03-05,78,86,Repeat purchase days,2010-09-14,13.0,90,2010-11-30,1,0
13557,3,3,654.79,2010-03-07,2010-07-01,2010-09-01,2010-03-05,62,116,Repeat purchase days,2010-09-10,9.0,90,2010-11-30,1,0
13559,2,2,990.0,2010-06-14,2010-07-15,2010-09-01,2010-03-05,48,31,Repeat purchase days,,,90,2010-11-30,0,1
13561,5,6,974.2,2010-03-07,2010-08-13,2010-09-01,2010-03-05,19,159,Repeat purchase days,2010-10-03,32.0,90,2010-11-30,1,0
13562,1,1,677.55,2010-06-29,2010-06-29,2010-09-01,2010-03-05,64,0,One purchase day,2010-11-03,63.0,90,2010-11-30,1,0
13564,10,18,7273.72,2010-03-25,2010-08-16,2010-09-01,2010-03-05,16,144,Repeat purchase days,2010-09-02,1.0,90,2010-11-30,1,0
13566,2,2,566.89,2010-03-10,2010-07-18,2010-09-01,2010-03-05,45,130,Repeat purchase days,2010-10-01,30.0,90,2010-11-30,1,0
13567,2,3,685.8900000000001,2010-06-16,2010-08-24,2010-09-01,2010-03-05,8,69,Repeat purchase days,2010-10-07,36.0,90,2010-11-30,1,0
13571,7,7,1403.62,2010-03-14,2010-08-04,2010-09-01,2010-03-05,28,143,Repeat purchase days,2010-09-07,6.0,90,2010-11-30,1,0
13573,1,1,80.4,2010-03-12,2010-03-12,2010-09-01,2010-03-05,173,0,One purchase day,2010-09-16,15.0,90,2010-11-30,1,0
13576,5,5,2519.82,2010-03-31,2010-08-24,2010-09-01,2010-03-05,8,146,Repeat purchase days,2010-09-22,21.0,90,2010-11-30,1,0
13577,2,2,540.0699999999999,2010-04-20,2010-06-29,2010-09-01,2010-03-05,64,70,Repeat purchase days,2010-10-14,43.0,90,2010-11-30,1,0
13582,1,1,77.5,2010-04-01,2010-04-01,2010-09-01,2010-03-05,153,0,One purchase day,2010-11-15,75.0,90,2010-11-30,1,0
13584,1,1,204.75,2010-07-29,2010-07-29,2010-09-01,2010-03-05,34,0,One purchase day,2011-02-06,158.0,90,2010-11-30,0,1
13585,2,2,661.71,2010-05-10,2010-06-27,2010-09-01,2010-03-05,66,48,Repeat purchase days,,,90,2010-11-30,0,1
13586,1,1,131.53,2010-06-16,2010-06-16,2010-09-01,2010-03-05,77,0,One purchase day,,,90,2010-11-30,0,1
13589,2,2,383.44,2010-05-09,2010-06-30,2010-09-01,2010-03-05,63,52,Repeat purchase days,2010-09-16,15.0,90,2010-11-30,1,0
13590,2,2,645.3299999999999,2010-04-13,2010-07-28,2010-09-01,2010-03-05,35,106,Repeat purchase days,2010-09-23,22.0,90,2010-11-30,1,0
13591,2,2,587.86,2010-04-15,2010-05-05,2010-09-01,2010-03-05,119,20,Repeat purchase days,2010-09-30,29.0,90,2010-11-30,1,0
13593,5,5,2385.11,2010-03-21,2010-08-18,2010-09-01,2010-03-05,14,150,Repeat purchase days,2010-09-13,12.0,90,2010-11-30,1,0
13594,1,1,136.35000000000002,2010-08-11,2010-08-11,2010-09-01,2010-03-05,21,0,One purchase day,2011-10-18,412.0,90,2010-11-30,0,1
13595,2,2,270.53,2010-05-09,2010-07-11,2010-09-01,2010-03-05,52,63,Repeat purchase days,,,90,2010-11-30,0,1
13598,2,2,341.05,2010-05-09,2010-08-01,2010-09-01,2010-03-05,31,84,Repeat purchase days,2011-10-23,417.0,90,2010-11-30,0,1
13599,2,3,831.78,2010-03-11,2010-05-28,2010-09-01,2010-03-05,96,78,Repeat purchase days,2010-09-20,19.0,90,2010-11-30,1,0
13600,1,1,298.9,2010-03-15,2010-03-15,2010-09-01,2010-03-05,170,0,One purchase day,2011-01-31,152.0,90,2010-11-30,0,1
13601,1,1,207.58,2010-06-11,2010-06-11,2010-09-01,2010-03-05,82,0,One purchase day,2010-11-12,72.0,90,2010-11-30,1,0
13602,1,1,169.38,2010-05-28,2010-05-28,2010-09-01,2010-03-05,96,0,One purchase day,2010-09-30,29.0,90,2010-11-30,1,0
13605,1,1,169.89,2010-05-17,2010-05-17,2010-09-01,2010-03-05,107,0,One purchase day,2010-11-17,77.0,90,2010-11-30,1,0
13608,1,1,236.2,2010-06-17,2010-06-17,2010-09-01,2010-03-05,76,0,One purchase day,,,90,2010-11-30,0,1
13609,1,1,167.35,2010-04-25,2010-04-25,2010-09-01,2010-03-05,129,0,One purchase day,,,90,2010-11-30,0,1
13610,2,2,216.89,2010-05-19,2010-07-14,2010-09-01,2010-03-05,49,56,Repeat purchase days,2010-09-22,21.0,90,2010-11-30,1,0
13611,4,4,1141.68,2010-03-24,2010-08-23,2010-09-01,2010-03-05,9,152,Repeat purchase days,2010-11-16,76.0,90,2010-11-30,1,0
13612,1,1,798.04,2010-03-17,2010-03-17,2010-09-01,2010-03-05,168,0,One purchase day,,,90,2010-11-30,0,1
13613,1,1,159.5,2010-03-23,2010-03-23,2010-09-01,2010-03-05,162,0,One purchase day,2010-09-13,12.0,90,2010-11-30,1,0
13614,1,1,304.85,2010-06-06,2010-06-06,2010-09-01,2010-03-05,87,0,One purchase day,2010-11-11,71.0,90,2010-11-30,1,0
13615,3,3,2675.4399999999996,2010-03-28,2010-07-21,2010-09-01,2010-03-05,42,115,Repeat purchase days,2010-10-08,37.0,90,2010-11-30,1,0
13616,1,1,105.85,2010-05-20,2010-05-20,2010-09-01,2010-03-05,104,0,One purchase day,,,90,2010-11-30,0,1
13617,1,1,112.19999999999999,2010-08-01,2010-08-01,2010-09-01,2010-03-05,31,0,One purchase day,2010-09-05,4.0,90,2010-11-30,1,0
13619,1,1,128.95,2010-06-13,2010-06-13,2010-09-01,2010-03-05,80,0,One purchase day,,,90,2010-11-30,0,1
13620,1,1,112.34,2010-06-29,2010-06-29,2010-09-01,2010-03-05,64,0,One purchase day,,,90,2010-11-30,0,1
13623,1,1,354.2,2010-06-07,2010-06-07,2010-09-01,2010-03-05,86,0,One purchase day,2010-10-07,36.0,90,2010-11-30,1,0
13625,1,1,301.26,2010-04-22,2010-04-22,2010-09-01,2010-03-05,132,0,One purchase day,,,90,2010-11-30,0,1
13627,2,2,593.53,2010-03-09,2010-08-08,2010-09-01,2010-03-05,24,152,Repeat purchase days,2010-12-17,107.0,90,2010-11-30,0,1
13629,4,4,2805.0,2010-04-14,2010-08-15,2010-09-01,2010-03-05,17,123,Repeat purchase days,2010-09-02,1.0,90,2010-11-30,1,0
13632,2,2,872.79,2010-04-07,2010-05-12,2010-09-01,2010-03-05,112,35,Repeat purchase days,2010-11-10,70.0,90,2010-11-30,1,0
13634,4,4,1320.73,2010-03-14,2010-06-20,2010-09-01,2010-03-05,73,98,Repeat purchase days,2010-09-12,11.0,90,2010-11-30,1,0
13640,1,1,405.0,2010-04-07,2010-04-07,2010-09-01,2010-03-05,147,0,One purchase day,,,90,2010-11-30,0,1
13641,1,1,234.60999999999999,2010-03-09,2010-03-09,2010-09-01,2010-03-05,176,0,One purchase day,,,90,2010-11-30,0,1
13643,3,3,375.17,2010-03-09,2010-08-11,2010-09-01,2010-03-05,21,155,Repeat purchase days,2010-10-18,47.0,90,2010-11-30,1,0
13647,3,4,1393.56,2010-04-15,2010-08-02,2010-09-01,2010-03-05,30,109,Repeat purchase days,2011-04-19,230.0,90,2010-11-30,0,1
13648,3,3,787.49,2010-04-23,2010-08-26,2010-09-01,2010-03-05,6,125,Repeat purchase days,2010-10-28,57.0,90,2010-11-30,1,0
13649,3,3,728.5100000000001,2010-06-30,2010-08-20,2010-09-01,2010-03-05,12,51,Repeat purchase days,2010-11-07,67.0,90,2010-11-30,1,0
13650,2,2,534.6800000000001,2010-05-18,2010-07-01,2010-09-01,2010-03-05,62,44,Repeat purchase days,2010-11-30,90.0,90,2010-11-30,0,1
13653,1,1,152.2,2010-08-09,2010-08-09,2010-09-01,2010-03-05,23,0,One purchase day,,,90,2010-11-30,0,1
13654,1,1,484.34999999999997,2010-08-25,2010-08-25,2010-09-01,2010-03-05,7,0,One purchase day,2010-10-24,53.0,90,2010-11-30,1,0
13655,2,2,568.08,2010-04-27,2010-04-29,2010-09-01,2010-03-05,125,2,Repeat purchase days,2010-10-15,44.0,90,2010-11-30,1,0
13656,2,2,682.2,2010-04-23,2010-07-28,2010-09-01,2010-03-05,35,96,Repeat purchase days,2011-01-06,127.0,90,2010-11-30,0,1
13658,2,2,1685.02,2010-06-10,2010-08-04,2010-09-01,2010-03-05,28,55,Repeat purchase days,2010-11-21,81.0,90,2010-11-30,1,0
13659,7,8,2519.7,2010-03-11,2010-08-04,2010-09-01,2010-03-05,28,146,Repeat purchase days,2010-10-19,48.0,90,2010-11-30,1,0
13661,1,1,325.24,2010-04-15,2010-04-15,2010-09-01,2010-03-05,139,0,One purchase day,,,90,2010-11-30,0,1
13662,1,2,403.08,2010-06-24,2010-06-24,2010-09-01,2010-03-05,69,0,One purchase day,2010-09-27,26.0,90,2010-11-30,1,0
13665,1,1,632.81,2010-07-23,2010-07-23,2010-09-01,2010-03-05,40,0,One purchase day,2010-10-13,42.0,90,2010-11-30,1,0
13668,9,9,4337.33,2010-03-10,2010-08-18,2010-09-01,2010-03-05,14,161,Repeat purchase days,2010-10-05,34.0,90,2010-11-30,1,0
13676,2,2,153.15,2010-03-30,2010-06-18,2010-09-01,2010-03-05,75,80,Repeat purchase days,,,90,2010-11-30,0,1
13677,1,1,273.96,2010-07-07,2010-07-07,2010-09-01,2010-03-05,56,0,One purchase day,2010-10-31,60.0,90,2010-11-30,1,0
13679,2,2,154.46,2010-04-19,2010-08-03,2010-09-01,2010-03-05,29,106,Repeat purchase days,,,90,2010-11-30,0,1
13680,2,2,2048.62,2010-07-29,2010-08-25,2010-09-01,2010-03-05,7,27,Repeat purchase days,2011-01-04,125.0,90,2010-11-30,0,1
13684,2,2,349.07000000000005,2010-03-28,2010-05-26,2010-09-01,2010-03-05,98,59,Repeat purchase days,2010-11-14,74.0,90,2010-11-30,1,0
13688,1,1,375.5,2010-03-14,2010-03-14,2010-09-01,2010-03-05,171,0,One purchase day,,,90,2010-11-30,0,1
13693,2,2,469.76,2010-04-25,2010-08-22,2010-09-01,2010-03-05,10,119,Repeat purchase days,2010-11-12,72.0,90,2010-11-30,1,0
13694,24,48,50701.93,2010-03-08,2010-08-12,2010-09-01,2010-03-05,20,157,Repeat purchase days,2010-09-07,6.0,90,2010-11-30,1,0
13695,1,1,266.6,2010-05-11,2010-05-11,2010-09-01,2010-03-05,113,0,One purchase day,2011-03-25,205.0,90,2010-11-30,0,1
13696,1,1,1080.2,2010-04-27,2010-04-27,2010-09-01,2010-03-05,127,0,One purchase day,2010-10-14,43.0,90,2010-11-30,1,0
13698,1,1,281.23,2010-04-22,2010-04-22,2010-09-01,2010-03-05,132,0,One purchase day,,,90,2010-11-30,0,1
13699,1,1,402.82,2010-06-07,2010-06-07,2010-09-01,2010-03-05,86,0,One purchase day,2011-07-07,309.0,90,2010-11-30,0,1
13705,3,3,688.94,2010-03-25,2010-07-19,2010-09-01,2010-03-05,44,116,Repeat purchase days,2010-09-23,22.0,90,2010-11-30,1,0
13706,1,1,300.38,2010-03-23,2010-03-23,2010-09-01,2010-03-05,162,0,One purchase day,2011-02-10,162.0,90,2010-11-30,0,1
13707,1,1,720.5,2010-06-21,2010-06-21,2010-09-01,2010-03-05,72,0,One purchase day,2010-10-06,35.0,90,2010-11-30,1,0
13709,2,2,448.78999999999996,2010-03-31,2010-06-10,2010-09-01,2010-03-05,83,71,Repeat purchase days,2010-09-19,18.0,90,2010-11-30,1,0
13710,1,1,228.0,2010-04-06,2010-04-06,2010-09-01,2010-03-05,148,0,One purchase day,2010-10-12,41.0,90,2010-11-30,1,0
13711,2,2,330.32,2010-03-23,2010-05-10,2010-09-01,2010-03-05,114,48,Repeat purchase days,2010-10-29,58.0,90,2010-11-30,1,0
13712,1,1,537.58,2010-04-08,2010-04-08,2010-09-01,2010-03-05,146,0,One purchase day,2011-04-07,218.0,90,2010-11-30,0,1
13713,2,2,591.11,2010-05-05,2010-08-25,2010-09-01,2010-03-05,7,112,Repeat purchase days,2010-10-27,56.0,90,2010-11-30,1,0
13714,1,1,161.35,2010-08-31,2010-08-31,2010-09-01,2010-03-05,1,0,One purchase day,,,90,2010-11-30,0,1
13715,10,10,5552.31,2010-03-11,2010-08-31,2010-09-01,2010-03-05,1,173,Repeat purchase days,2010-10-05,34.0,90,2010-11-30,1,0
13717,1,1,177.47,2010-08-11,2010-08-11,2010-09-01,2010-03-05,21,0,One purchase day,2010-09-08,7.0,90,2010-11-30,1,0
13719,5,5,1277.94,2010-05-17,2010-08-18,2010-09-01,2010-03-05,14,93,Repeat purchase days,2010-11-11,71.0,90,2010-11-30,1,0
13722,1,2,1222.46,2010-07-27,2010-07-27,2010-09-01,2010-03-05,36,0,One purchase day,2010-09-16,15.0,90,2010-11-30,1,0
13723,2,2,420.58000000000004,2010-04-07,2010-05-28,2010-09-01,2010-03-05,96,51,Repeat purchase days,2010-10-20,49.0,90,2010-11-30,1,0
13724,1,1,213.01,2010-03-12,2010-03-12,2010-09-01,2010-03-05,173,0,One purchase day,,,90,2010-11-30,0,1
13727,1,3,381.62,2010-04-07,2010-04-07,2010-09-01,2010-03-05,147,0,One purchase day,2011-11-06,431.0,90,2010-11-30,0,1
13728,4,4,772.96,2010-04-21,2010-08-16,2010-09-01,2010-03-05,16,117,Repeat purchase days,2010-09-08,7.0,90,2010-11-30,1,0
13734,2,2,3451.2900000000004,2010-07-09,2010-07-19,2010-09-01,2010-03-05,44,10,Repeat purchase days,,,90,2010-11-30,0,1
13735,3,3,1438.52,2010-04-08,2010-07-01,2010-09-01,2010-03-05,62,84,Repeat purchase days,2010-11-10,70.0,90,2010-11-30,1,0
13736,1,1,645.3100000000001,2010-06-13,2010-06-13,2010-09-01,2010-03-05,80,0,One purchase day,2010-09-06,5.0,90,2010-11-30,1,0
13739,1,1,75.3,2010-06-30,2010-06-30,2010-09-01,2010-03-05,63,0,One purchase day,2011-11-21,446.0,90,2010-11-30,0,1
13740,2,2,620.04,2010-05-12,2010-07-22,2010-09-01,2010-03-05,41,71,Repeat purchase days,2010-10-20,49.0,90,2010-11-30,1,0
13745,1,1,469.73,2010-06-11,2010-06-11,2010-09-01,2010-03-05,82,0,One purchase day,2011-06-30,302.0,90,2010-11-30,0,1
13750,3,3,897.4200000000001,2010-04-01,2010-06-13,2010-09-01,2010-03-05,80,73,Repeat purchase days,2010-10-22,51.0,90,2010-11-30,1,0
13752,1,1,404.45000000000005,2010-06-30,2010-06-30,2010-09-01,2010-03-05,63,0,One purchase day,2011-04-07,218.0,90,2010-11-30,0,1
13753,1,1,376.11,2010-04-20,2010-04-20,2010-09-01,2010-03-05,134,0,One purchase day,2011-02-25,177.0,90,2010-11-30,0,1
13756,2,2,629.86,2010-05-12,2010-06-30,2010-09-01,2010-03-05,63,49,Repeat purchase days,2010-09-22,21.0,90,2010-11-30,1,0
13758,1,1,661.02,2010-04-29,2010-04-29,2010-09-01,2010-03-05,125,0,One purchase day,2010-10-11,40.0,90,2010-11-30,1,0
13760,2,2,669.04,2010-04-25,2010-06-22,2010-09-01,2010-03-05,71,58,Repeat purchase days,2010-10-31,60.0,90,2010-11-30,1,0
13761,2,3,569.62,2010-05-14,2010-07-25,2010-09-01,2010-03-05,38,72,Repeat purchase days,2011-06-13,285.0,90,2010-11-30,0,1
13762,2,2,848.64,2010-04-09,2010-04-25,2010-09-01,2010-03-05,129,16,Repeat purchase days,2011-05-05,246.0,90,2010-11-30,0,1
13764,2,3,1423.55,2010-03-07,2010-05-19,2010-09-01,2010-03-05,105,73,Repeat purchase days,2011-01-06,127.0,90,2010-11-30,0,1
13766,1,1,190.35,2010-08-01,2010-08-01,2010-09-01,2010-03-05,31,0,One purchase day,,,90,2010-11-30,0,1
13767,9,12,4281.73,2010-03-26,2010-08-24,2010-09-01,2010-03-05,8,151,Repeat purchase days,2010-09-13,12.0,90,2010-11-30,1,0
13769,4,4,1101.51,2010-04-07,2010-07-20,2010-09-01,2010-03-05,43,104,Repeat purchase days,2010-09-06,5.0,90,2010-11-30,1,0
13771,3,4,2222.06,2010-05-27,2010-06-24,2010-09-01,2010-03-05,69,28,Repeat purchase days,2011-04-06,217.0,90,2010-11-30,0,1
13772,2,2,531.54,2010-05-06,2010-07-15,2010-09-01,2010-03-05,48,70,Repeat purchase days,2010-11-04,64.0,90,2010-11-30,1,0
13775,1,1,1049.66,2010-04-28,2010-04-28,2010-09-01,2010-03-05,126,0,One purchase day,,,90,2010-11-30,0,1
13777,9,10,2766.16,2010-03-16,2010-08-25,2010-09-01,2010-03-05,7,162,Repeat purchase days,2010-09-17,16.0,90,2010-11-30,1,0
13778,3,3,945.79,2010-05-23,2010-08-05,2010-09-01,2010-03-05,27,74,Repeat purchase days,2011-08-28,361.0,90,2010-11-30,0,1
13779,1,1,161.13,2010-07-12,2010-07-12,2010-09-01,2010-03-05,51,0,One purchase day,,,90,2010-11-30,0,1
13781,1,1,336.55,2010-04-26,2010-04-26,2010-09-01,2010-03-05,128,0,One purchase day,2011-04-03,214.0,90,2010-11-30,0,1
13782,4,4,460.03999999999996,2010-04-25,2010-08-08,2010-09-01,2010-03-05,24,105,Repeat purchase days,2010-09-12,11.0,90,2010-11-30,1,0
13783,3,3,1053.2099999999998,2010-03-10,2010-08-09,2010-09-01,2010-03-05,23,152,Repeat purchase days,,,90,2010-11-30,0,1
13786,3,3,1530.1499999999999,2010-03-15,2010-04-29,2010-09-01,2010-03-05,125,45,Repeat purchase days,2010-11-21,81.0,90,2010-11-30,1,0
13787,1,1,84.55,2010-06-03,2010-06-03,2010-09-01,2010-03-05,90,0,One purchase day,2010-09-07,6.0,90,2010-11-30,1,0
13788,1,1,3.75,2010-07-22,2010-07-22,2010-09-01,2010-03-05,41,0,One purchase day,,,90,2010-11-30,0,1
13794,1,1,126.03,2010-06-11,2010-06-11,2010-09-01,2010-03-05,82,0,One purchase day,,,90,2010-11-30,0,1
13795,2,2,432.35,2010-03-12,2010-07-21,2010-09-01,2010-03-05,42,131,Repeat purchase days,2010-10-31,60.0,90,2010-11-30,1,0
13796,1,1,289.7,2010-07-28,2010-07-28,2010-09-01,2010-03-05,35,0,One purchase day,,,90,2010-11-30,0,1
13797,1,1,312.38,2010-05-20,2010-05-20,2010-09-01,2010-03-05,104,0,One purchase day,2010-09-29,28.0,90,2010-11-30,1,0
13798,21,24,18451.87,2010-03-08,2010-08-23,2010-09-01,2010-03-05,9,168,Repeat purchase days,2010-09-05,4.0,90,2010-11-30,1,0
13799,6,6,1251.48,2010-03-05,2010-08-25,2010-09-01,2010-03-05,7,173,Repeat purchase days,2010-09-21,20.0,90,2010-11-30,1,0
13802,11,12,15231.67,2010-03-14,2010-08-26,2010-09-01,2010-03-05,6,165,Repeat purchase days,2010-09-21,20.0,90,2010-11-30,1,0
13803,1,1,413.73,2010-03-31,2010-03-31,2010-09-01,2010-03-05,154,0,One purchase day,2010-10-04,33.0,90,2010-11-30,1,0
13807,1,1,201.65,2010-05-14,2010-05-14,2010-09-01,2010-03-05,110,0,One purchase day,2010-12-07,97.0,90,2010-11-30,0,1
13813,2,2,681.38,2010-04-16,2010-06-30,2010-09-01,2010-03-05,63,75,Repeat purchase days,2011-07-28,330.0,90,2010-11-30,0,1
13814,1,1,676.95,2010-06-30,2010-06-30,2010-09-01,2010-03-05,63,0,One purchase day,2011-07-25,327.0,90,2010-11-30,0,1
13815,1,1,1146.98,2010-06-07,2010-06-07,2010-09-01,2010-03-05,86,0,One purchase day,2010-09-01,0.0,90,2010-11-30,1,0
13823,2,2,1002.49,2010-03-11,2010-08-09,2010-09-01,2010-03-05,23,151,Repeat purchase days,2010-11-24,84.0,90,2010-11-30,1,0
13824,4,4,904.3199999999999,2010-03-12,2010-07-14,2010-09-01,2010-03-05,49,124,Repeat purchase days,2010-09-05,4.0,90,2010-11-30,1,0
13825,1,1,112.23,2010-03-28,2010-03-28,2010-09-01,2010-03-05,157,0,One purchase day,,,90,2010-11-30,0,1
13830,1,1,135.95000000000002,2010-05-07,2010-05-07,2010-09-01,2010-03-05,117,0,One purchase day,,,90,2010-11-30,0,1
13831,6,6,1356.75,2010-03-08,2010-07-20,2010-09-01,2010-03-05,43,134,Repeat purchase days,2010-10-14,43.0,90,2010-11-30,1,0
13834,1,1,121.74,2010-05-12,2010-05-12,2010-09-01,2010-03-05,112,0,One purchase day,,,90,2010-11-30,0,1
13835,2,2,109.25,2010-03-24,2010-07-08,2010-09-01,2010-03-05,55,106,Repeat purchase days,2011-05-08,249.0,90,2010-11-30,0,1
13838,1,1,240.44,2010-05-09,2010-05-09,2010-09-01,2010-03-05,115,0,One purchase day,2010-10-03,32.0,90,2010-11-30,1,0
13839,1,1,139.95000000000002,2010-08-10,2010-08-10,2010-09-01,2010-03-05,22,0,One purchase day,,,90,2010-11-30,0,1
13842,3,3,453.52,2010-05-04,2010-08-19,2010-09-01,2010-03-05,13,107,Repeat purchase days,2010-09-06,5.0,90,2010-11-30,1,0
13848,3,3,960.0,2010-03-21,2010-08-24,2010-09-01,2010-03-05,8,156,Repeat purchase days,2010-10-29,58.0,90,2010-11-30,1,0
13849,1,1,484.15,2010-03-25,2010-03-25,2010-09-01,2010-03-05,160,0,One purchase day,2010-10-01,30.0,90,2010-11-30,1,0
13852,1,1,170.45000000000002,2010-04-08,2010-04-08,2010-09-01,2010-03-05,146,0,One purchase day,,,90,2010-11-30,0,1
13854,4,5,1138.89,2010-03-09,2010-06-16,2010-09-01,2010-03-05,77,99,Repeat purchase days,2010-09-15,14.0,90,2010-11-30,1,0
13855,2,2,501.24,2010-04-22,2010-07-27,2010-09-01,2010-03-05,36,96,Repeat purchase days,,,90,2010-11-30,0,1
13856,7,7,596.25,2010-03-30,2010-08-02,2010-09-01,2010-03-05,30,125,Repeat purchase days,2010-09-02,1.0,90,2010-11-30,1,0
13857,2,2,400.83000000000004,2010-05-17,2010-08-08,2010-09-01,2010-03-05,24,83,Repeat purchase days,2010-09-22,21.0,90,2010-11-30,1,0
13859,1,1,314.7,2010-06-28,2010-06-28,2010-09-01,2010-03-05,65,0,One purchase day,2011-01-17,138.0,90,2010-11-30,0,1
13861,1,1,106.48,2010-06-27,2010-06-27,2010-09-01,2010-03-05,66,0,One purchase day,2010-10-06,35.0,90,2010-11-30,1,0
13863,3,3,918.07,2010-04-25,2010-08-31,2010-09-01,2010-03-05,1,128,Repeat purchase days,2011-04-06,217.0,90,2010-11-30,0,1
13869,3,3,2291.6400000000003,2010-03-23,2010-08-01,2010-09-01,2010-03-05,31,131,Repeat purchase days,2010-09-13,12.0,90,2010-11-30,1,0
13870,2,2,1224.09,2010-05-06,2010-08-24,2010-09-01,2010-03-05,8,110,Repeat purchase days,2010-09-28,27.0,90,2010-11-30,1,0
13871,2,2,592.4000000000001,2010-03-28,2010-06-08,2010-09-01,2010-03-05,85,72,Repeat purchase days,2010-10-07,36.0,90,2010-11-30,1,0
13872,2,2,659.9,2010-03-23,2010-06-30,2010-09-01,2010-03-05,63,99,Repeat purchase days,,,90,2010-11-30,0,1
13873,1,1,113.15,2010-05-14,2010-05-14,2010-09-01,2010-03-05,110,0,One purchase day,2010-10-03,32.0,90,2010-11-30,1,0
13874,5,5,1330.45,2010-03-09,2010-07-23,2010-09-01,2010-03-05,40,136,Repeat purchase days,2010-12-16,106.0,90,2010-11-30,0,1
13875,4,5,1801.26,2010-03-25,2010-07-25,2010-09-01,2010-03-05,38,122,Repeat purchase days,2010-09-09,8.0,90,2010-11-30,1,0
13877,1,1,175.91,2010-08-26,2010-08-26,2010-09-01,2010-03-05,6,0,One purchase day,2011-09-14,378.0,90,2010-11-30,0,1
13878,3,3,1191.53,2010-04-14,2010-06-10,2010-09-01,2010-03-05,83,57,Repeat purchase days,2011-10-16,410.0,90,2010-11-30,0,1
13880,2,2,343.71,2010-05-26,2010-08-10,2010-09-01,2010-03-05,22,76,Repeat purchase days,2010-09-14,13.0,90,2010-11-30,1,0
13881,8,9,12590.050000000001,2010-03-19,2010-08-11,2010-09-01,2010-03-05,21,145,Repeat purchase days,2010-09-20,19.0,90,2010-11-30,1,0
13883,3,4,1201.49,2010-03-15,2010-05-26,2010-09-01,2010-03-05,98,72,Repeat purchase days,2010-09-19,18.0,90,2010-11-30,1,0
13884,1,1,238.15,2010-08-26,2010-08-26,2010-09-01,2010-03-05,6,0,One purchase day,2010-11-07,67.0,90,2010-11-30,1,0
13888,2,4,1042.3700000000001,2010-05-13,2010-08-02,2010-09-01,2010-03-05,30,81,Repeat purchase days,2010-10-31,60.0,90,2010-11-30,1,0
13889,1,1,484.90000000000003,2010-08-26,2010-08-26,2010-09-01,2010-03-05,6,0,One purchase day,2010-09-20,19.0,90,2010-11-30,1,0
13890,1,1,210.1,2010-05-07,2010-05-07,2010-09-01,2010-03-05,117,0,One purchase day,2010-11-30,90.0,90,2010-11-30,0,1
13891,1,1,398.4,2010-05-06,2010-05-06,2010-09-01,2010-03-05,118,0,One purchase day,2010-10-21,50.0,90,2010-11-30,1,0
13892,2,2,634.6800000000001,2010-05-13,2010-08-19,2010-09-01,2010-03-05,13,98,Repeat purchase days,2011-04-07,218.0,90,2010-11-30,0,1
13895,1,1,504.5,2010-07-12,2010-07-12,2010-09-01,2010-03-05,51,0,One purchase day,2011-06-28,300.0,90,2010-11-30,0,1
13896,1,1,388.55,2010-03-24,2010-03-24,2010-09-01,2010-03-05,161,0,One purchase day,,,90,2010-11-30,0,1
13900,2,2,580.4200000000001,2010-03-25,2010-07-23,2010-09-01,2010-03-05,40,120,Repeat purchase days,2010-11-15,75.0,90,2010-11-30,1,0
13901,4,7,1580.4899999999998,2010-04-15,2010-08-12,2010-09-01,2010-03-05,20,119,Repeat purchase days,2010-11-30,90.0,90,2010-11-30,0,1
13902,1,1,6866.3,2010-03-17,2010-03-17,2010-09-01,2010-03-05,168,0,One purchase day,,,90,2010-11-30,0,1
13909,1,1,112.46,2010-07-06,2010-07-06,2010-09-01,2010-03-05,57,0,One purchase day,2010-10-12,41.0,90,2010-11-30,1,0
13911,8,9,1212.3,2010-03-08,2010-08-20,2010-09-01,2010-03-05,12,165,Repeat purchase days,2010-11-25,85.0,90,2010-11-30,1,0
13913,1,1,42.22,2010-07-21,2010-07-21,2010-09-01,2010-03-05,42,0,One purchase day,,,90,2010-11-30,0,1
